benchmark_environment,benchmark_source,trial_json,scenario,planner,method,success,execution_time_s,controller_action_time_s,physical_settle_time_s,traveled_distance_m,final_position_error_m,final_yaw_error_rad,mean_cross_track_error_m,max_cross_track_error_m,tracking_rmse_m,tracking_max_error_m,collision_monitor_interventions,planned_footprint_collision_sample_count,raw_path_sha256,selected_path_sha256
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_navfndijkstra_raw.json,lower_left_diagonal,NavFnDijkstra,raw,True,31.788,30.432000000000002,1.355999999999998,4.530734582385715,0.011072466645498534,0.08530857421450588,,,0.0212063225711138,0.047624684120642975,0,0,47b605bd3c3765b687d374607c75f17709d99ce1f3037f23f75285bb22d5107f,47b605bd3c3765b687d374607c75f17709d99ce1f3037f23f75285bb22d5107f
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_navfndijkstra_simple.json,lower_left_diagonal,NavFnDijkstra,simple,True,30.78,29.535,1.245000000000001,4.513744256195762,0.02551847886153765,0.0667345944961878,,,0.019883766347375566,0.04323231262998529,0,0,47b605bd3c3765b687d374607c75f17709d99ce1f3037f23f75285bb22d5107f,589277865bda89d06f9d7567e3961de7b9f39a28fd11fce02a6a8d88989e35df
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_navfndijkstra_savitzky_golay.json,lower_left_diagonal,NavFnDijkstra,savitzky_golay,True,31.035000000000004,29.751,1.2840000000000025,4.51282337971779,0.025123048926841782,0.07482317858215548,,,0.022106936584007208,0.05113072646078633,0,0,47b605bd3c3765b687d374607c75f17709d99ce1f3037f23f75285bb22d5107f,a317f17a037878e2e7d6d9cbefac18e61e400d0a44a364d95127b3d77240128a
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_navfndijkstra_constrained.json,lower_left_diagonal,NavFnDijkstra,constrained,True,31.542,30.228,1.314,4.525159394700908,0.014643976884057573,0.07571682212598596,,,0.020044450507386333,0.04928107906273594,0,0,47b605bd3c3765b687d374607c75f17709d99ce1f3037f23f75285bb22d5107f,1225ab2e153d3dd2bfd0276ceab1a9a9e8dab091af973e30f7680a4ba2901629
research_warehouse,2026-08-03 four-planner matrix,results/pstmo_execution_full_20260803/research_warehouse/lower_left_diagonal_navfndijkstra_pstmo.json,lower_left_diagonal,NavFnDijkstra,pstmo,True,32.052,30.804000000000002,1.2479999999999976,4.514621673989359,0.017514847525028906,0.06787990681823641,,,0.015218603934418986,0.04387130672294885,0,0,47b605bd3c3765b687d374607c75f17709d99ce1f3037f23f75285bb22d5107f,caa0202f5e63f28c4fd6b8208c26cdfe6291acbd5edf7bb3f9ea0545cc73204a
research_warehouse,2026-08-02 ThetaStar matrix,results/pstmo_execution_theta_star_20260802/research_warehouse/lower_left_diagonal_raw.json,lower_left_diagonal,ThetaStar,raw,True,34.572,33.168,1.4040000000000035,4.5217066145452876,0.011789109400027864,0.08559783622149508,,,0.01804637031947857,0.04684334792783968,0,0,afca76601c5a42470af345ecd2ed233d5391b840f6762d0e59208d5e4b3a3f8f,afca76601c5a42470af345ecd2ed233d5391b840f6762d0e59208d5e4b3a3f8f
research_warehouse,2026-08-02 ThetaStar matrix,results/pstmo_execution_theta_star_20260802/research_warehouse/lower_left_diagonal_simple.json,lower_left_diagonal,ThetaStar,simple,True,32.526,31.152,1.3740000000000023,4.461321801979153,0.019377724120592445,0.0769167638575351,,,0.022032388809787428,0.04481061318806677,0,0,afca76601c5a42470af345ecd2ed233d5391b840f6762d0e59208d5e4b3a3f8f,8081dc7c6d3a068117166d5baff7b0631a29e31c70230113a8815ae88cc76371
research_warehouse,2026-08-02 ThetaStar matrix,results/pstmo_execution_theta_star_20260802/research_warehouse/lower_left_diagonal_savitzky_golay.json,lower_left_diagonal,ThetaStar,savitzky_golay,True,34.326,32.976,1.3500000000000014,4.503423352306941,0.017313851268735685,0.08390252403043141,,,0.020347823951425058,0.05297344685993029,0,0,afca76601c5a42470af345ecd2ed233d5391b840f6762d0e59208d5e4b3a3f8f,dc8c006bb6ae4594903568b69f3d2f3a7e398cf4f9dcf49dae6e17b2ac1081e0
research_warehouse,2026-08-02 ThetaStar matrix,results/pstmo_execution_theta_star_20260802/research_warehouse/lower_left_diagonal_constrained.json,lower_left_diagonal,ThetaStar,constrained,True,33.975,32.67,1.3049999999999997,4.510688469013774,0.019551554786872344,0.07899179900395446,,,0.02408076756387214,0.057787952641295465,0,0,afca76601c5a42470af345ecd2ed233d5391b840f6762d0e59208d5e4b3a3f8f,e9ccc569a1027052994030d2f2e4883d05feadee1439baaef4df0f7282571385
research_warehouse,2026-08-02 ThetaStar matrix,results/pstmo_execution_theta_star_20260802/research_warehouse/lower_left_diagonal_pstmo.json,lower_left_diagonal,ThetaStar,pstmo,True,33.915,32.517,1.3979999999999961,4.496205579880744,0.02516219450441846,0.09623082856302334,,,0.018279917779459347,0.04349002789177987,0,0,afca76601c5a42470af345ecd2ed233d5391b840f6762d0e59208d5e4b3a3f8f,2056316bf6691d5e56cc0bf07d3c615f06b7a575a1a84341815b2ccfaa0dc630
