algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_pivot_energy,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_max_cost,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_max_cost,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_competitive_candidates,pivot_corners,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_runtime_s,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.0,1.4261957081607355e-11,5.379511858194519e-08,5.613936496852764e-09,,0.5028668906561955,0.41464466711935954,0.41464466711935954,0,225,,,,,,,,,,,,,1.024739795241425e-05,savitzky_golay,0.05,190,a2e301589aa6f63693cf74682c68e4d734c982a8d0c9193b8e7128a15266ab66,4.799999976158207,,,,0,0.0,,,,,,0,,NavFnAStar,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,97,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,0,1,picking_aisle_c,True,1.4261957081607355e-11,1.024739795241425e-05,4.799999976158207,1,0.00465004499983479
0.0,1.7050737830395226e-10,5.9598630919310835e-08,6.051324135119684e-09,,0.5081542838973769,0.41464466711935954,0.4646446678644176,0,208,,,,,,,,,,,,,4.767887098470252e-05,constrained,0.05,190,57a4070bc16ad2cffc48c95bf992ae39f180b6505585242a36cfe5157f98e582,4.799999976158355,,,,0,0.0,,,,,,0,,NavFnAStar,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,97,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,0,1,picking_aisle_c,True,1.7050737830395226e-10,4.767887098470252e-05,4.799999976158355,1,0.005384700999456982
0.0,1.0851219977912527e-25,1.1796752641402009e-07,6.793467142931673e-08,,0.5146446686094759,0.5146446686094757,0.5146446686094757,0,97,,,,,,,,,,,,,3.5527136779733077e-13,pivot_g2,0.05,97,d8c0f8c86538e33b1d8e790b680d1b0568459db85538e3a5d6e2970a32ac42a0,4.799999976158144,0,0,0,0,0.0,200,0,97,0,0.000127029,0,0,NavFnAStar,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,97,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,0,1,picking_aisle_c,True,1.0851219977912527e-25,3.5527136779733077e-13,4.799999976158144,1,0.003869613999995636
0.003,3.4543184878261625e-12,7.475357621800072e-08,8.797583764699009e-09,,0.5146446686094759,0.5146446686094757,0.5146446686094757,0,190,1.08512e-25,0,0,True,1.13687e-10,65,True,simple_default,simple,3.45432e-12,0,True,5.113764878218376e-06,adaptive_hybrid,0.05,190,a64279e4a4a473d5cdd372886ca5cebe3970d0de8fe17dca3f7b2cfdac9d5d8f,4.799999976158181,,,,0,0.0,,,,,,0,,NavFnAStar,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,97,1c7d3eb64de23f420f284bb120988618a3bd124deacfc4553d92f14b55330d13,0,1,picking_aisle_c,True,3.4543184878261625e-12,5.113764878218376e-06,4.799999976158181,1,0.005856790000507317
0.0,1.9584287441240287e-10,0.0,0.0,,0.8960526165311642,0.3646446663743015,0.454644667715406,0,277,,,,,,,,,,,,,6.258474165584582e-05,raw,0.05,258,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,6.500000108033664,,,,0,0.0,,,,,,0,,NavFnAStar,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,132,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,0,1,east_service_lane,True,1.9584287441240287e-10,6.258474165584582e-05,6.500000108033664,1,0.004501526999774796
0.0,6.019721795504859e-12,9.811397294612334e-08,9.898313572919186e-09,,0.9644508768624981,0.41464466711935954,0.6146446700995918,0,258,,,,,,,,,,,,,6.711811550987606e-06,simple,0.05,258,6992ab660754fa91e1a78dd10ae44e6bd48a466ecc66269756cc396addc32105,6.500000108033485,,,,0,0.0,,,,,,0,,NavFnAStar,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,132,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,0,1,east_service_lane,True,6.019721795504859e-12,6.711811550987606e-06,6.500000108033485,1,0.006767075000425393
0.0,2.4794150481671614e-11,7.060599926944633e-08,6.316334631193912e-09,,0.9648384737674985,0.41464466711935954,0.6146446700995918,0,258,,,,,,,,,,,,,1.3449695757122339e-05,savitzky_golay,0.05,258,34b337e2f40504f5fd300043a03d12547c62b226c90d9b5cdbf5aed5f3610c34,6.5000001080335315,,,,0,0.0,,,,,,0,,NavFnAStar,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,132,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,0,1,east_service_lane,True,2.4794150481671614e-11,1.3449695757122339e-05,6.5000001080335315,1,0.00578854500054149
0.015000000000000001,2.954895684240726e-10,7.734728146857606e-08,6.7330533938355e-09,,0.9280020754910026,0.3646446663743015,0.41464466711935954,0,277,,,,,,,,,,,,,6.236555201162691e-05,constrained,0.05,258,280b6711ed7fdf45262e4c47f096d8c72feecc349a89d4a4a61911a561fd0cc1,6.5000001080337855,,,,0,0.0,,,,,,0,,NavFnAStar,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,132,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,0,1,east_service_lane,True,2.954895684240726e-10,6.236555201162691e-05,6.5000001080337855,1,0.023559864000162634
0.0,1.4060130849552972e-17,1.5525863439336263e-07,8.91291725904938e-08,,0.9555537660886241,0.41464466711935954,0.5646446693545337,0,132,,,,,,,,,,,,,2.3715058360986595e-08,pivot_g2,0.05,132,ccab0eb9f85d8f49cc8818b7856289b5e8d3c81b038c9f64ec50a826b9885195,6.50000010803342,0,0,0,0,0.0,200,0,132,0,0.000137659,0,0,NavFnAStar,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,132,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,0,1,east_service_lane,True,1.4060130849552972e-17,2.3715058360986595e-08,6.50000010803342,1,0.004304027000216593
0.0,6.019721795504859e-12,9.811397294612334e-08,9.898313572919186e-09,,0.9644508768624981,0.41464466711935954,0.6146446700995918,0,258,1.40601e-17,0,65,True,1.95843e-10,83,True,simple_default,simple,6.01972e-12,65,True,6.711811550987606e-06,adaptive_hybrid,0.05,258,6992ab660754fa91e1a78dd10ae44e6bd48a466ecc66269756cc396addc32105,6.500000108033485,,,,0,0.0,,,,,,0,,NavFnAStar,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,132,3305b61e94a5c4bc1aba11baa849f19215aefdac8e2a0e376387c0372b1a3b32,0,1,east_service_lane,True,6.019721795504859e-12,6.711811550987606e-06,6.500000108033485,1,0.008094038999843178
