algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_pivot_energy,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_max_cost,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_max_cost,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_conditioning_input_points,pivot_conditioning_max_deviation,pivot_conditioning_observed_deviation,pivot_conditioning_output_points,pivot_conditioning_safety_rejections,pivot_conditioning_shortcuts,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.0,2.137711148992248,0.010359212325773725,0.0017699162973123493,,0.6587750923536797,0.2474873771031409,0.2474873771031409,0,215,,,,,,,,,,,,,2.8432617146292185,savitzky_golay,0.05,127,c7e4112cd469afb37447b1b45ec3721d2452f90dc4bbfa2328160b17809b332d,6.86352796910122,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,139,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,2.137711148992248,2.8432617146292185,6.86352796910122,1,0.007658767000066291
0.009000000000000001,3.4341845572417458,0.011264798237928074,0.0034823273611861833,,0.6414588445293898,0.2474873771031409,0.25619225950049973,0,221,,,,,,,,,,,,,2.9144845046424406,constrained,0.05,127,1009a245c3cbc398f407c2a3bb44ddab8a81761c0b4e29171e9a031f3399db6c,6.87287274273103,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,139,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,3.4341845572417458,2.9144845046424406,6.87287274273103,1,0.011793221999596426
0.003,0.7524325931401341,0.05434070415247779,0.019943330687298297,,0.5623456898380975,0.2146446641391273,0.2146446641391273,0,266,,,,,,,,,,,,,0.7828659671741247,pivot_g2_fixed,0.05,263,e114768d075f5e5dc9cbb093295baf3c99fc0c9654878fe3322e71146cdb6580,6.8375757402262565,0,21,127,0.04,0.0362689,5,0,4,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.232884, 'selected_score': 1}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 9, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.457591, 'selected_score': 0.85}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.132541, 'selected_score': 1}]",3,0,27,none,3,0,0.0,200,0.95,263,0,{'angular acceleration iteration did not converge': 2},0.00261387,fixed,0.05,0,25,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,0.7524325931401341,0.7828659671741247,6.8375757402262565,1,0.009482324000146036
0.006,0.7524325931401341,0.05434070415247779,0.019943330687298297,,0.5623456898380975,0.2146446641391273,0.2146446641391273,0,266,,,,,,,,,,,,,0.7828659671741247,pivot_g2,0.05,263,e114768d075f5e5dc9cbb093295baf3c99fc0c9654878fe3322e71146cdb6580,6.8375757402262565,72,49,127,0.04,0.0362689,5,0,4,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0155256, 'trim_max': 0.232884, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.232884, 'selected_score': 0.164646}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0305061, 'trim_max': 0.457591, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.457591, 'selected_score': 0.380413}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00883609, 'trim_max': 0.132541, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.132541, 'selected_score': 0.112496}]",3,18,60,none,3,0,0.0,200,0.219185,263,0,"{'angular acceleration iteration did not converge': 4, 'transition requires a reversing inner wheel': 4}",0.00663334,adaptive,0.05,0,52,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,0.7524325931401341,0.7828659671741247,6.8375757402262565,1,0.012251770000148099
0.003,0.7609955221891584,0.030800461798113438,0.006058475612367542,,0.6526316684565269,0.2146446641391273,0.23390290478282266,0,254,0.752433,0,214,True,12.1231,253,True,simple_default,simple,0.760996,177,True,1.448581680804423,adaptive_hybrid_fixed,0.05,127,fca379d72bcbf5a883e7a25dd0925bd1f210979339673b4e7ef1e020fcbf14c9,6.84801482095011,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,0.7609955221891584,1.448581680804423,6.84801482095011,1,0.008149329999923793
0.006,0.7609955221891584,0.030800461798113438,0.006058475612367542,,0.6526316684565269,0.2146446641391273,0.23390290478282266,0,254,0.752433,0,214,True,12.1231,253,True,simple_default,simple,0.760996,177,True,1.448581680804423,adaptive_hybrid,0.05,127,fca379d72bcbf5a883e7a25dd0925bd1f210979339673b4e7ef1e020fcbf14c9,6.84801482095011,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,138,4302d1c52274e396b5fa3f08f611fb742bb63b7b5f5a7857d4927a94b14ff3e5,0,1,central_south_to_north,True,0.7609955221891584,1.448581680804423,6.84801482095011,1,0.01060990199994194
0.003,16.62820568265105,2.220446049250313e-16,4.7566883115954424e-17,,0.4249634082314902,0.12275854577833645,0.18366155606981613,0,273,,,,,,,,,,,,,8.26565566327993,raw,0.05,127,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,6.612528849532631,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,134,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,16.62820568265105,8.26565566327993,6.612528849532631,1,0.005505695000010746
0.0,1.6309682304216437,0.03178326842305829,0.008068911119395701,,0.42974529865127686,0.2146446641391273,0.2146446641391273,0,273,,,,,,,,,,,,,1.9625011100142362,simple,0.05,127,ae309ec934ba05a76fa06914e56bcc4f30d8d331459a2d4b5c5a01597e1de6b9,6.569250518458765,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,133,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,1.6309682304216437,1.9625011100142362,6.569250518458765,1,0.007192209999629995
0.003,4.161736159757461,0.011174071971034549,0.0021704752633320795,,0.4266794714209471,0.2146446641391273,0.23390290478282266,0,240,,,,,,,,,,,,,3.1943424772381164,savitzky_golay,0.05,127,22c6d1639dc4bb0f15cf87a75f508cf6fa06ff2ce68b676227af2a7e8ea2ad11,6.599625914720364,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,134,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,4.161736159757461,3.1943424772381164,6.599625914720364,1,0.007089188999998441
0.009000000000000001,8.259012502685719,0.013312288093193738,0.003568535177059245,,0.44414762555313664,0.2146446641391273,0.23390290478282266,0,231,,,,,,,,,,,,,4.656783958273859,constrained,0.05,127,789963443f88175aecbbd796a8d9d01848c4a73a70e45ee155484c3bbd796f83,6.618468195296113,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,134,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,8.259012502685719,4.656783958273859,6.618468195296113,1,0.012969630000043253
0.006,2.196292004476933,0.03444972248249021,0.008949832849570535,,0.34065377364186905,0.2146446641391273,0.21959563989254183,0,329,,,,,,,,,,,,,1.9475140328602452,pivot_g2_fixed,0.05,328,13f775d14fd46ffe48fde922e56728cb43d62750b9b2dd1a9b65620c11fb269b,6.5745513385768595,0,42,127,0.04,0.0348263,9,0,8,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.167249, 'selected_score': 1}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.214178, 'selected_score': 0.75}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.25, 'selected_trim': 0.202847, 'selected_score': 0.85}, {'index': 3, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.243416, 'selected_score': 0.85}, {'index': 4, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.25, 'selected_trim': 0.0888348, 'selected_score': 0.960618}, {'index': 5, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.184658, 'selected_score': 1}, {'index': 6, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.100893, 'selected_score': 0.988443}]",7,0,63,none,7,0,0.0,200,0.914152,328,0,"{'angular acceleration iteration did not converge': 10, 'transition would overlap an adjacent corner window': 5}",0.00514556,fixed,0.05,0,48,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,133,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,2.196292004476933,1.9475140328602452,6.5745513385768595,1,0.011525431000336539
0.006,2.8677278028323667,0.03273474461048285,0.008297826221659315,,0.34847284040985743,0.2146446641391273,0.21959563989254183,0,312,,,,,,,,,,,,,3.2071445732072417,pivot_g2,0.05,311,04dccec4909c728f86dbae2b693744352e352d35f78fd34f2f3952ed31985350,6.579819224674917,168,99,127,0.04,0.0348263,9,0,8,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.01115, 'trim_max': 0.167249, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.167249, 'selected_score': 0.214087}, {'index': 1, 'radius_min': 0.1, 'radius_max': 1.38663, 'trim_min': 0.0356963, 'trim_max': 0.494975, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.357325, 'selected_trim': 0.127552, 'selected_score': 0.692526}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0162278, 'trim_max': 0.243416, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.243416, 'selected_score': 0.274894}, {'index': 3, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0162278, 'trim_max': 0.243416, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.243416, 'selected_score': 0.289775}, {'index': 4, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00710678, 'trim_max': 0.106602, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.36, 'selected_trim': 0.0966522, 'selected_score': 0.167008}, {'index': 5, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0123106, 'trim_max': 0.184658, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.184658, 'selected_score': 0.204716}, {'index': 6, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00672618, 'trim_max': 0.100893, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.100893, 'selected_score': 0.0921418}]",7,42,122,none,7,0,0.0,200,0.27645,311,0,"{'angular acceleration iteration did not converge': 10, 'transition requires a reversing inner wheel': 9}",0.00770487,adaptive,0.05,0,103,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,133,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,2.8677278028323667,3.2071445732072417,6.579819224674917,1,0.01927868899974783
0.003,1.6309682304216437,0.03178326842305829,0.008068911119395701,,0.42974529865127686,0.2146446641391273,0.2146446641391273,0,273,2.19629,0,202,True,16.6282,253,True,simple_default,simple,1.63097,202,True,1.9625011100142362,adaptive_hybrid_fixed,0.05,127,ae309ec934ba05a76fa06914e56bcc4f30d8d331459a2d4b5c5a01597e1de6b9,6.569250518458765,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,133,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,1.6309682304216437,1.9625011100142362,6.569250518458765,1,0.008286212999792042
0.009000000000000001,1.6309682304216437,0.03178326842305829,0.008068911119395701,,0.42974529865127686,0.2146446641391273,0.2146446641391273,0,273,2.86773,0,202,True,16.6282,253,True,simple_default,simple,1.63097,202,True,1.9625011100142362,adaptive_hybrid,0.05,127,ae309ec934ba05a76fa06914e56bcc4f30d8d331459a2d4b5c5a01597e1de6b9,6.569250518458765,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,133,9ce86fb6c3037e614c120121b2c0c74c273267f21056cdcfff07b9d164c9e5e7,0,1,right_south_to_north,True,1.6309682304216437,1.9625011100142362,6.569250518458765,1,0.014703368000027695
0.0,2.0526514226841295,0.0,0.0,,0.5637597135891347,0.5146446686094757,0.5646446693545337,0,113,,,,,,,,,,,,,6.407263793299952,raw,0.05,57,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,2.829056893911444,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,2.0526514226841295,6.407263793299952,2.829056893911444,1,0.0030310460001601314
0.0,0.04572012292656234,0.014979399291575275,0.0027272294454478915,,0.5588924568794387,0.5146446686094757,0.5146446686094757,0,113,,,,,,,,,,,,,0.4976393772984014,simple,0.05,57,20ba79610c6a4eafc4d6fbe861c9e0546ddb86c1b3a971f8255de246a63a932b,2.8260990627299125,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,0.04572012292656234,0.4976393772984014,2.8260990627299125,1,0.005471517999922071
0.003,0.2470541439408173,0.009705398195702526,0.0014369802481481986,,0.5598827645216712,0.4646446678644176,0.5146446686094757,0,105,,,,,,,,,,,,,1.5012197752645158,savitzky_golay,0.05,57,27e8359c14664722c4d09646a9c495d277cd61e17b5bf57af2db334121f99165,2.827111849674499,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,0.2470541439408173,1.5012197752645158,2.827111849674499,1,0.02142361300002449
0.006,1.0882660079630662,0.009829261359295405,0.002009756312387346,,0.5572762481921044,0.5146446686094757,0.5146446686094757,0,95,,,,,,,,,,,,,3.1403909058986397,constrained,0.05,57,c4f3f198aae741efe219aef98b9ed6bfa59dfebe465705cde77cffc497aa33a4,2.8301947832720753,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,1.0882660079630662,3.1403909058986397,2.8301947832720753,1,0.00608506100024897
0.0,6.903544072140889e-26,0.023892767696794603,0.013869499659770702,,0.5206791514580172,0.5146446686094757,0.5146446686094757,0,58,,,,,,,,,,,,,3.5686514507360076e-13,pivot_g2_fixed,0.05,58,3c0b5d1b24d155989e5645f62cc25999a3ea8c1fd6de0bef165d7d10d388c3ae,2.8251106018291474,0,0,57,0.04,0.0243352,2,0,1,[],0,0,0,none,0,0,0.0,200,0,58,0,{},0.00014691,fixed,0.05,0,0,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,6.903544072140889e-26,3.5686514507360076e-13,2.8251106018291474,1,0.007099365000158286
0.0,6.903544072140889e-26,0.023892767696794603,0.013869499659770702,,0.5206791514580172,0.5146446686094757,0.5146446686094757,0,58,,,,,,,,,,,,,3.5686514507360076e-13,pivot_g2,0.05,58,3c0b5d1b24d155989e5645f62cc25999a3ea8c1fd6de0bef165d7d10d388c3ae,2.8251106018291474,0,0,57,0.04,0.0243352,2,0,1,[],0,0,0,none,0,0,0.0,200,0,58,0,{},0.000144625,adaptive,0.05,0,0,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,6.903544072140889e-26,3.5686514507360076e-13,2.8251106018291474,1,0.006802399000207515
0.0,0.04572012292656234,0.014979399291575275,0.0027272294454478915,,0.5588924568794387,0.5146446686094757,0.5146446686094757,0,113,6.90354e-26,0,0,True,2.05265,0,True,simple_default,simple,0.0457201,0,True,0.4976393772984014,adaptive_hybrid_fixed,0.05,57,20ba79610c6a4eafc4d6fbe861c9e0546ddb86c1b3a971f8255de246a63a932b,2.8260990627299125,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,0.04572012292656234,0.4976393772984014,2.8260990627299125,1,0.006570087999989482
0.0,0.04572012292656234,0.014979399291575275,0.0027272294454478915,,0.5588924568794387,0.5146446686094757,0.5146446686094757,0,113,6.90354e-26,0,0,True,2.05265,0,True,simple_default,simple,0.0457201,0,True,0.4976393772984014,adaptive_hybrid,0.05,57,20ba79610c6a4eafc4d6fbe861c9e0546ddb86c1b3a971f8255de246a63a932b,2.8260990627299125,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,58,b9af984cae3ff37be1b1d86838211533cc2c50afbb785e3931451088bbe5f48c,0,1,upper_open_short,True,0.04572012292656234,0.4976393772984014,2.8260990627299125,1,0.008325335000336054
0.0,9.834052585489456,4.440892098500626e-16,1.0297071989743685e-16,,0.4185775693389776,0.1449222268733815,0.2146446641391273,0,181,,,,,,,,,,,,,10.557951692192585,raw,0.05,88,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,4.572760953032844,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,03c013c9c406e0b379af4e678b55a6003f06ff28122680f57659004b4cd16d66,93,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,0,1,lower_left_diagonal,True,9.834052585489456,10.557951692192585,4.572760953032844,1,0.00271429700023873
0.0,1.828467252441667,0.038524280173222236,0.009581485059476048,,0.40617480799800476,0.2146446641391273,0.21959563989254183,0,180,,,,,,,,,,,,,2.1497285441564715,simple,0.05,88,a1e25de484436d33944fe3f075ea28b053afc3a5b6b9c4fa4f5bee00b2b9d257,4.535051505291296,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,03c013c9c406e0b379af4e678b55a6003f06ff28122680f57659004b4cd16d66,92,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,0,1,lower_left_diagonal,True,1.828467252441667,2.1497285441564715,4.535051505291296,1,0.006685921999633138
0.0,3.1489014278897343,0.010574299756361958,0.001957115105026466,,0.4016102211780965,0.2474873771031409,0.2474873771031409,0,154,,,,,,,,,,,,,3.626936331889184,savitzky_golay,0.05,88,ea159102e45466f5ca30ce5566824601b9928fbb2945d22537315ba54bd903a2,4.565145735552967,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,03c013c9c406e0b379af4e678b55a6003f06ff28122680f57659004b4cd16d66,93,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,0,1,lower_left_diagonal,True,3.1489014278897343,3.626936331889184,4.565145735552967,1,0.0063681850001557905
0.006,2.764313663707396,0.02436477898975898,0.007335440542481627,,0.4081393712535468,0.2474873771031409,0.25619225950049973,0,147,,,,,,,,,,,,,2.831155047787264,constrained,0.05,88,16ea23ec6ceaa3ae74d516a03032bf6e46b57cb228a5d689b6d177ce560f8036,4.576863783589609,,,,,,,,,,,,,,,0,0.0,,,,,,,,,0,,ThetaStar,03c013c9c406e0b379af4e678b55a6003f06ff28122680f57659004b4cd16d66,93,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,0,1,lower_left_diagonal,True,2.764313663707396,2.831155047787264,4.576863783589609,1,0.012066624999988562
0.0,2.764688719521813,0.015429408320130778,0.0046110668989701314,,0.3805829738865411,0.23390290478282266,0.2474873771031409,0,153,,,,,,,,,,,,,2.9226664431629423,pivot_g2_fixed,0.05,147,56d5b89bd019b4189e5c0775086db58164d58e720e44d3c4b534c1db4aaaafcc,4.558397801398287,0,13,88,0.04,0.00958236,5,0,4,"[{'index': 0, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.192432, 'selected_score': 0.97}, {'index': 1, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.4, 'selected_trim': 0.150294, 'selected_score': 0.75}, {'index': 2, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.139244, 'selected_score': 0.934134}]",3,0,27,none,3,0,0.0,200,0.884711,147,0,"{'angular acceleration iteration did not converge': 1, 'transition would overlap an adjacent corner window': 10}",0.0015093,fixed,0.05,0,16,ThetaStar,03c013c9c406e0b379af4e678b55a6003f06ff28122680f57659004b4cd16d66,93,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,0,1,lower_left_diagonal,True,2.764688719521813,2.9226664431629423,4.558397801398287,1,0.007999724999990576
0.006,3.7560247129436415,0.009462760220941259,0.004070533134481202,,0.37930988944302985,0.2474873771031409,0.2474873771031409,0,156,,,,,,,,,,,,,4.290806311063853,pivot_g2,0.05,150,5ea8da431d6f3580a5c4652ff97ceb99aaaaaaea722e56ea3969564565724e1d,4.563167053871897,40,48,88,0.04,0.00958236,5,0,4,"[{'index': 0, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0128288, 'trim_max': 0.192432, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.192432, 'selected_score': 0.208663}, {'index': 1, 'radius_min': 0.1, 'radius_max': 0.940964, 'trim_min': 0.0375735, 'trim_max': 0.353553, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.268193, 'selected_trim': 0.100769, 'selected_score': 0.723612}, {'index': 2, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0232073, 'trim_max': 0.348109, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.45, 'selected_trim': 0.104433, 'selected_score': 0.563571}]",3,18,60,none,3,0,0.0,200,0.498615,150,0,"{'angular acceleration iteration did not converge': 4, 'transition requires a reversing inner wheel': 4}",0.00848394,adaptive,0.05,0,52,ThetaStar,03c013c9c406e0b379af4e678b55a6003f06ff28122680f57659004b4cd16d66,93,7e8cbd5fd26fa47f920f6d64ae903dd2aa039a33f47dcac543b484833e91b388,0,1,lower_left_diagonal,True,3.7560247129436415,4.290806311063853,4.563167053871897,1,0.014645447000020795
