algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_pivot_energy,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_max_cost,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_max_cost,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_conditioned_polyline,pivot_conditioning_input_points,pivot_conditioning_max_deviation,pivot_conditioning_observed_deviation,pivot_conditioning_output_points,pivot_conditioning_safety_rejections,pivot_conditioning_shortcuts,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_selected_stitch_rejection,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.012,7.888558425467989,0.07253035840521485,0.028670025652913718,,0.4280209787763383,0.2146446641391273,0.2474873771031409,0,518,,,,,,,,,,,,,4.667916896077876,pivot_g2,0.05,517,e0ad7215811312dc0fdc1b72b65a2b419a0b5b6e5e5910c811b370d48ef88ccc,13.664534597651606,212,155,"[[5, 3], [5.09148, 0.550611], [5.0185, 0.261411], [4.80486, 0.0541894], [4.47823, -0.0678939], [2.54107, -0.126564], [0.421816, -0.46897], [-2.04655, -1.88764], [-2.95, -2.75], [-3.22562, -2.86768], [-4.8, -2.85], [-5, -3]]",540,0.075,0.072542,12,0,11,"[{'index': 0, 'x': 5.09148, 'y': 0.550611, 'turn_angle': -0.284502, 'incoming_length': 2.4511, 'outgoing_length': 0.298265, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0143218, 'trim_max': 0.214827, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.485, 'selected_trim': 0.0694609, 'selected_score': 0.432956}, {'index': 1, 'x': 5.0185, 'y': 0.261411, 'turn_angle': -0.553494, 'incoming_length': 0.298265, 'outgoing_length': 0.297634, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.04787, 'trim_min': 0.0284036, 'trim_max': 0.297634, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.242181, 'selected_trim': 0.0687881, 'selected_score': 0.684192}, {'index': 2, 'x': 4.80486, 'y': 0.0541894, 'turn_angle': -0.412441, 'incoming_length': 0.297634, 'outgoing_length': 0.348699, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.42276, 'trim_min': 0.0209194, 'trim_max': 0.297634, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.232276, 'selected_trim': 0.0485909, 'selected_score': 0.628593}, {'index': 3, 'x': 4.47823, 'y': -0.0678939, 'turn_angle': -0.327412, 'incoming_length': 0.348699, 'outgoing_length': 1.93804, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0165184, 'trim_max': 0.247776, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.247776, 'selected_score': 0.251898}, {'index': 4, 'x': 2.54107, 'y': -0.126564, 'turn_angle': 0.129907, 'incoming_length': 1.93804, 'outgoing_length': 2.14674, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00650449, 'trim_max': 0.0975673, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.0975673, 'selected_score': 0.0896285}, {'index': 5, 'x': 0.421816, 'y': -0.46897, 'turn_angle': 0.361455, 'incoming_length': 2.14674, 'outgoing_length': 2.84701, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0182721, 'trim_max': 0.274082, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.274082, 'selected_score': 0.265487}, {'index': 6, 'x': -2.04655, 'y': -1.88764, 'turn_angle': 0.240493, 'incoming_length': 2.84701, 'outgoing_length': 1.24895, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0120829, 'trim_max': 0.181244, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.181244, 'selected_score': 0.13928}, {'index': 7, 'x': -2.95, 'y': -2.75, 'turn_angle': -0.358616, 'incoming_length': 1.24895, 'outgoing_length': 0.299693, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0181255, 'trim_max': 0.271882, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.415, 'selected_trim': 0.0752207, 'selected_score': 0.518665}, {'index': 8, 'x': -3.22562, 'y': -2.86768, 'turn_angle': -0.414743, 'incoming_length': 0.299693, 'outgoing_length': 1.57448, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.42442, 'trim_min': 0.0210396, 'trim_max': 0.299693, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.232442, 'selected_trim': 0.0489049, 'selected_score': 0.63496}, {'index': 9, 'x': -4.8, 'y': -2.85, 'turn_angle': 0.654728, 'incoming_length': 1.57448, 'outgoing_length': 0.25, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.736199, 'trim_min': 0.0339582, 'trim_max': 0.25, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0.736199, 'selected_trim': 0.25, 'selected_score': 0.426834}]",10,60,191,none,10,0,0.0,200,0.407249,517,0,"{'angular acceleration iteration did not converge': 11, 'transition requires a reversing inner wheel': 15}",0.0133936,adaptive,0.05,,0,165,NavFnAStar,9ab5a12616d2fcfe13be7a0fecac429b73c24365334ad2b02febe3564f8b6f08,275,9ab5a12616d2fcfe13be7a0fecac429b73c24365334ad2b02febe3564f8b6f08,0,1,long_northeast_to_southwest,True,7.888558425467989,4.667916896077876,13.664534597651606,1,0.023902995999833365
0.009000000000000001,6.841771993122661,0.07253035840521574,0.0286052482546746,,0.4260883828360015,0.2146446641391273,0.2474873771031409,0,449,6.84177,0,177,True,114.078,228,True,safety_gain_within_energy_budget,pivot_g2,10.1944,253,True,3.8465695548353716,adaptive_hybrid_fixed,0.05,448,84d474396b9e2ef9f889a760a44ab1bfc679e2c4c4488b6f2ddbaa3a44395a58,13.66953737123484,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,9ab5a12616d2fcfe13be7a0fecac429b73c24365334ad2b02febe3564f8b6f08,275,9ab5a12616d2fcfe13be7a0fecac429b73c24365334ad2b02febe3564f8b6f08,0,1,long_northeast_to_southwest,True,6.841771993122661,3.8465695548353716,13.66953737123484,1,0.018580756999654113
0.018000000000000002,7.888558425467989,0.07253035840521485,0.028670025652913718,,0.4280209787763383,0.2146446641391273,0.2474873771031409,0,518,7.88856,0,177,True,114.078,228,True,safety_gain_within_energy_budget,pivot_g2,10.1944,253,True,4.667916896077876,adaptive_hybrid,0.05,517,e0ad7215811312dc0fdc1b72b65a2b419a0b5b6e5e5910c811b370d48ef88ccc,13.664534597651606,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,9ab5a12616d2fcfe13be7a0fecac429b73c24365334ad2b02febe3564f8b6f08,275,9ab5a12616d2fcfe13be7a0fecac429b73c24365334ad2b02febe3564f8b6f08,0,1,long_northeast_to_southwest,True,7.888558425467989,4.667916896077876,13.664534597651606,1,0.03131263599971135
0.0,343.51020326418643,4.440892098500626e-16,9.852460345605397e-17,,0.7768354977329525,0.2146446641391273,0.26464466488418537,0,495,,,,,,,,,,,,,23.01060778365861,raw,0.05,463,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,12.72738021570756,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,258,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,343.51020326418643,23.01060778365861,12.72738021570756,1,0.007622789999913948
0.003,24.502441699074687,0.030235591266983265,0.008295551604249827,,0.7306665918559307,0.2808724311428359,0.3146446656292434,0,501,,,,,,,,,,,,,4.573283932925954,simple,0.05,463,2fdafd013384653e1e15d5cc6a825c5fed8ec899b6946d38d93c9e436f836d55,12.37251230300007,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,249,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,24.502441699074687,4.573283932925954,12.37251230300007,1,0.03046415499966315
0.0,135.76060731816256,0.018243401172589217,0.0034283863583744805,,0.7146765382525029,0.23390290478282266,0.3146446656292434,0,650,,,,,,,,,,,,,12.963186700513177,savitzky_golay,0.05,463,b58de0ed4831513661cccba4eba038603a075e5685dc443b937958d1e660d34c,12.566306613055211,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,253,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,135.76060731816256,12.963186700513177,12.566306613055211,1,0.009770962000402506
0.027000000000000003,246.30549596614534,0.012784777517382358,0.0034902704663652305,,0.7035898110778356,0.2146446641391273,0.30005486203680687,0,705,,,,,,,,,,,,,19.684819856159482,constrained,0.05,463,a9288946059f86e72b0eba6f326e282d16adac910d8fbaf9301435b746d1849c,12.682755036100504,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,256,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,246.30549596614534,19.684819856159482,12.682755036100504,1,0.036000926999804506
0.006,97.8441287334123,0.060574177594173,0.02128697082386066,,0.5847404950567225,0.26464466488418537,0.28480087705617874,0,601,,,,,,,,,,,,,19.09991131589917,pivot_g2_fixed,0.05,526,22fc5195e7af6931ce44404de3985e0aa23fbbbcde076230547270b5c9f348c6,12.471628269165722,0,44,"[[-5, 3], [-2.14617, 0.294348], [-1.90047, -0.0510097], [-1.80985, -0.565709], [-1.46642, -0.917665], [-0.0552077, -1.39468], [0.337861, -1.85233], [0.775286, -2.06376], [2.25, -2.05], [2.37902, -2.19951], [2.7, -2.15], [2.82883, -2.29481], [3.1, -2.25], [3.22873, -2.39028], [3.45, -2.35], [3.57855, -2.48933], [4.1, -2.55], [5, -3]]",463,0.075,0.0646578,18,0,17,"[{'index': 0, 'x': -2.14617, 'y': 0.294348, 'turn_angle': -0.193679, 'incoming_length': 3.93254, 'outgoing_length': 0.423842, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.145715, 'selected_score': 1}, {'index': 1, 'x': -1.90047, 'y': -0.0510097, 'turn_angle': -0.444081, 'incoming_length': 0.423842, 'outgoing_length': 0.522616, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.169322, 'selected_score': 0.974332}, {'index': 2, 'x': -1.80985, 'y': -0.565709, 'turn_angle': 0.598845, 'incoming_length': 0.522616, 'outgoing_length': 0.491745, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.185222, 'selected_score': 0.808463}, {'index': 3, 'x': -1.46642, 'y': -0.917665, 'turn_angle': 0.471704, 'incoming_length': 0.491745, 'outgoing_length': 1.48966, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.180244, 'selected_score': 0.82432}, {'index': 4, 'x': -0.0552077, 'y': -1.39468, 'turn_angle': -0.535202, 'incoming_length': 1.48966, 'outgoing_length': 0.603278, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.205633, 'selected_score': 0.847219}, {'index': 5, 'x': 0.337861, 'y': -1.85233, 'turn_angle': 0.410919, 'incoming_length': 0.603278, 'outgoing_length': 0.485844, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.2084, 'selected_score': 0.85}, {'index': 6, 'x': 0.775286, 'y': -2.06376, 'turn_angle': 0.459579, 'incoming_length': 0.485844, 'outgoing_length': 1.47478, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.175441, 'selected_score': 0.827022}, {'index': 7, 'x': 2.25, 'y': -2.05, 'turn_angle': -0.868161, 'incoming_length': 1.47478, 'outgoing_length': 0.197482, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 8, 'x': 2.37902, 'y': -2.19951, 'turn_angle': 1.01187, 'incoming_length': 0.197482, 'outgoing_length': 0.324776, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 9, 'x': 2.7, 'y': -2.15, 'turn_angle': -0.996765, 'incoming_length': 0.324776, 'outgoing_length': 0.193817, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 10, 'x': 2.82883, 'y': -2.29481, 'turn_angle': 1.00748, 'incoming_length': 0.193817, 'outgoing_length': 0.27485, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 11, 'x': 3.1, 'y': -2.25, 'turn_angle': -0.992066, 'incoming_length': 0.27485, 'outgoing_length': 0.19039, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 12, 'x': 3.22873, 'y': -2.39028, 'turn_angle': 1.00837, 'incoming_length': 0.19039, 'outgoing_length': 0.22491, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 13, 'x': 3.45, 'y': -2.35, 'turn_angle': -1.00566, 'incoming_length': 0.22491, 'outgoing_length': 0.189573, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 14, 'x': 3.57855, 'y': -2.48933, 'turn_angle': 0.709769, 'incoming_length': 0.189573, 'outgoing_length': 0.524966, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.0741148, 'selected_score': 1}, {'index': 15, 'x': 4.1, 'y': -2.55, 'turn_angle': -0.347815, 'incoming_length': 0.524966, 'outgoing_length': 1.00623, 'pivot_safe': True, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.25, 'selected_trim': 0.219603, 'selected_score': 1}]",16,0,144,none,9,7,1.011866351906138,200,0.903484,526,7,"{'angular acceleration iteration did not converge': 1, 'transition would overlap an adjacent corner window': 90}",0.0065611,fixed,0.05,,6.890370184812195,53,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,252,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,7.757675916112491,5.683285579789075,12.499505818577987,8,0.01783678099991448
0.024,76.75047945952403,0.06808141827649727,0.022683538701631232,,0.5844574370054837,0.2808724311428359,0.28480087705617874,0,641,,,,,,,,,,,,,18.1505926277775,pivot_g2,0.05,597,7932e562cafaf2a7e85f1ec81b8f0869600fb76a6464b267ffe224c4df26ec88,12.421184249832757,235,223,"[[-5, 3], [-2.14617, 0.294348], [-1.90047, -0.0510097], [-1.80985, -0.565709], [-1.46642, -0.917665], [-0.0552077, -1.39468], [0.337861, -1.85233], [0.775286, -2.06376], [2.25, -2.05], [2.37902, -2.19951], [2.7, -2.15], [2.82883, -2.29481], [3.1, -2.25], [3.22873, -2.39028], [3.45, -2.35], [3.57855, -2.48933], [4.1, -2.55], [5, -3]]",463,0.075,0.0646578,18,0,17,"[{'index': 0, 'x': -2.14617, 'y': 0.294348, 'turn_angle': -0.193679, 'incoming_length': 3.93254, 'outgoing_length': 0.423842, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00971432, 'trim_max': 0.145715, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.145715, 'selected_score': 0.119829}, {'index': 1, 'x': -1.90047, 'y': -0.0510097, 'turn_angle': -0.444081, 'incoming_length': 0.423842, 'outgoing_length': 0.522616, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0225763, 'trim_max': 0.338644, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.45, 'selected_trim': 0.101593, 'selected_score': 0.510993}, {'index': 2, 'x': -1.80985, 'y': -0.565709, 'turn_angle': 0.598845, 'incoming_length': 0.522616, 'outgoing_length': 0.491745, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0308704, 'trim_max': 0.463055, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.24, 'selected_trim': 0.0740889, 'selected_score': 0.670905}, {'index': 3, 'x': -1.46642, 'y': -0.917665, 'turn_angle': 0.471704, 'incoming_length': 0.491745, 'outgoing_length': 1.48966, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0240325, 'trim_max': 0.360487, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.360487, 'selected_score': 0.304391}, {'index': 4, 'x': -0.0552077, 'y': -1.39468, 'turn_angle': -0.535202, 'incoming_length': 1.48966, 'outgoing_length': 0.603278, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0274177, 'trim_max': 0.411266, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.411266, 'selected_score': 0.305732}, {'index': 5, 'x': 0.337861, 'y': -1.85233, 'turn_angle': 0.410919, 'incoming_length': 0.603278, 'outgoing_length': 0.485844, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.02084, 'trim_max': 0.3126, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.45, 'selected_trim': 0.09378, 'selected_score': 0.519426}, {'index': 6, 'x': 0.775286, 'y': -2.06376, 'turn_angle': 0.459579, 'incoming_length': 0.485844, 'outgoing_length': 1.47478, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0233921, 'trim_max': 0.350882, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.43, 'selected_trim': 0.334507, 'selected_score': 0.308889}, {'index': 7, 'x': 2.25, 'y': -2.05, 'turn_angle': -0.868161, 'incoming_length': 1.47478, 'outgoing_length': 0.197482, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.426003, 'trim_min': 0.0463569, 'trim_max': 0.197482, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.246701, 'selected_trim': 0.114363, 'selected_score': 0.730869}, {'index': 8, 'x': 2.37902, 'y': -2.19951, 'turn_angle': 1.01187, 'incoming_length': 0.197482, 'outgoing_length': 0.324776, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.356445, 'trim_min': 0.0554032, 'trim_max': 0.197482, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 9, 'x': 2.7, 'y': -2.15, 'turn_angle': -0.996765, 'incoming_length': 0.324776, 'outgoing_length': 0.193817, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.356148, 'trim_min': 0.0544204, 'trim_max': 0.193817, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0.240881, 'selected_trim': 0.131089, 'selected_score': 0.73647}, {'index': 10, 'x': 2.82883, 'y': -2.29481, 'turn_angle': 1.00748, 'incoming_length': 0.193817, 'outgoing_length': 0.27485, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.351649, 'trim_min': 0.0551167, 'trim_max': 0.193817, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 11, 'x': 3.1, 'y': -2.25, 'turn_angle': -0.992066, 'incoming_length': 0.27485, 'outgoing_length': 0.19039, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.351817, 'trim_min': 0.0541163, 'trim_max': 0.19039, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0.238499, 'selected_trim': 0.129067, 'selected_score': 0.696109}, {'index': 12, 'x': 3.22873, 'y': -2.39028, 'turn_angle': 1.00837, 'incoming_length': 0.19039, 'outgoing_length': 0.22491, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.345065, 'trim_min': 0.0551752, 'trim_max': 0.19039, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 13, 'x': 3.45, 'y': -2.35, 'turn_angle': -1.00566, 'incoming_length': 0.22491, 'outgoing_length': 0.189573, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.344689, 'trim_min': 0.0549983, 'trim_max': 0.189573, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 14, 'x': 3.57855, 'y': -2.48933, 'turn_angle': 0.709769, 'incoming_length': 0.189573, 'outgoing_length': 0.524966, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 0.511566, 'trim_min': 0.0370574, 'trim_max': 0.189573, 'evaluations': 20, 'safe_feasible': 16, 'states': 6, 'selected_radius': 0.264626, 'selected_trim': 0.0980636, 'selected_score': 0.626534}, {'index': 15, 'x': 4.1, 'y': -2.55, 'turn_angle': -0.347815, 'incoming_length': 0.524966, 'outgoing_length': 1.00623, 'pivot_safe': True, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0175682, 'trim_max': 0.263523, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.263523, 'selected_score': 0.178659}]",16,96,320,none,12,4,1.0118663519061384,200,0.475734,597,4,"{'angular acceleration iteration did not converge': 14, 'transition requires a reversing inner wheel': 38}",0.0239953,adaptive,0.05,,4.033377914178937,268,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,250,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,20.093010111778828,5.149390394961482,12.436180310036596,5,0.03549531199996636
0.006,24.502441699074687,0.030235591266983265,0.008295551604249827,,0.7306665918559307,0.2808724311428359,0.3146446656292434,0,501,7.75768,7,144,True,343.51,177,True,simple_default,simple,24.5024,161,True,4.573283932925954,adaptive_hybrid_fixed,0.05,463,2fdafd013384653e1e15d5cc6a825c5fed8ec899b6946d38d93c9e436f836d55,12.37251230300007,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,249,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,24.502441699074687,4.573283932925954,12.37251230300007,1,0.01585629000010158
0.024,24.502441699074687,0.030235591266983265,0.008295551604249827,,0.7306665918559307,0.2808724311428359,0.3146446656292434,0,501,20.093,4,144,True,343.51,177,True,simple_default,simple,24.5024,161,True,4.573283932925954,adaptive_hybrid,0.05,463,2fdafd013384653e1e15d5cc6a825c5fed8ec899b6946d38d93c9e436f836d55,12.37251230300007,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,249,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,0,1,crossing_northwest_to_southeast,True,24.502441699074687,4.573283932925954,12.37251230300007,1,0.035399762999986706
0.0,69.04281061498111,2.220446049250313e-16,3.965425973735828e-17,,0.5941575462801219,0.16464466339406925,0.2146446641391273,0,289,,,,,,,,,,,,,21.435755735421946,raw,0.05,267,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,6.8425175544195245,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,0,,NavFnAStar,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,139,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,0,1,central_south_to_north,True,69.04281061498111,21.435755735421946,6.8425175544195245,1,0.005675718000020424
