algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_competitive_candidates,pivot_corners,pivot_g2_transitions,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_runtime_s,pivot_valid_candidates,planner,point_count,raw_path_sha256,repetition,scenario,success,wall_time_s
0.006,47.3243424724922,0.0070439597724640405,0.0024949496022678317,,11.533763592130748,pivot_g2,0.05,259,b5f741bb0892242112325aaf7c585a873921edfed2a969edfe1f31d43c35173a,3.9299503701716008,15,45,8,200,0.95625,259,37,0.00470533,36,GridBased,80,2d43c8d9d3c601a6b227938a96cbe29dc4f2c79885646818ae388fadd5548ff9,1,crate_detour,True,0.013360324999666773
0.0,19.273854441431098,1.1102230246251565e-16,4.11876251692137e-17,,11.665257782698554,raw,0.05,138,dc6c76ce8a5307a7d102a708c0c3716ed26dfbee9bbb6f4bdd250b592c255651,3.4725596158543266,,,,,,,,,,GridBased,71,dc6c76ce8a5307a7d102a708c0c3716ed26dfbee9bbb6f4bdd250b592c255651,1,vertical_rack_detour,True,0.0041368570000486216
0.0,4.377582427499444,0.016696120907306225,0.003584393593011107,,5.5453013946408625,simple,0.05,138,e75249b678614a610aa403a02fbd341ba5a36b6af81d748442f36947d4ecd24c,3.451128814924107,,,,,,,,,,GridBased,71,dc6c76ce8a5307a7d102a708c0c3716ed26dfbee9bbb6f4bdd250b592c255651,1,vertical_rack_detour,True,0.004194264000034309
0.0,13.575340371564497,0.0033496901863436825,0.0008986785912143991,,9.954275446192172,savitzky_golay,0.05,138,5536f4fe921e59e31463b604705bc32d92215a4f996f3c2739b81a1ccbc3cf13,3.4685814168114213,,,,,,,,,,GridBased,71,dc6c76ce8a5307a7d102a708c0c3716ed26dfbee9bbb6f4bdd250b592c255651,1,vertical_rack_detour,True,0.005616430998998112
0.003,7.867099682463329,0.04446540402521614,0.017420824666334284,,5.507556960579554,constrained,0.05,138,3c57bd6fef13676c8629d9daee1fe6d943b151e3e2803e7918458ef3a933832f,3.4892904524501165,,,,,,,,,,GridBased,71,dc6c76ce8a5307a7d102a708c0c3716ed26dfbee9bbb6f4bdd250b592c255651,1,vertical_rack_detour,True,0.009301700998548768
0.003,20.2302556485191,0.014544884241370782,0.005860518118112222,,11.599902327677265,pivot_g2,0.05,216,ad6a3b6669db4fbd27cd8aa5d4d196dd0d8c4ecbf148f45d1743b691390d8919,3.4701491558120634,14,23,8,200,1,216,15,0.00339483,33,GridBased,71,dc6c76ce8a5307a7d102a708c0c3716ed26dfbee9bbb6f4bdd250b592c255651,1,vertical_rack_detour,True,0.010726685000918224
0.0,101.8821277049117,4.440892098500626e-16,6.036540181301671e-17,,21.85241000672994,raw,0.05,249,21cc4cb48fb433bf5f1bb579c9f7d7f4a485f0047a020c6f4d7fd226f3f7d849,6.207132352223753,,,,,,,,,,GridBased,126,21cc4cb48fb433bf5f1bb579c9f7d7f4a485f0047a020c6f4d7fd226f3f7d849,1,horizontal_rack_detour,True,0.0051472239993017865
0.0,7.475682098443688,0.015481684015920405,0.003930933609591634,,4.808838692059182,simple,0.05,249,b3357ab09915ca7ac5ed353eec9dda1d0c2222dcb10739317dd6662dd39ab5a2,6.140585471679679,,,,,,,,,,GridBased,124,21cc4cb48fb433bf5f1bb579c9f7d7f4a485f0047a020c6f4d7fd226f3f7d849,1,horizontal_rack_detour,True,0.006023836000167648
0.0,33.61699913609234,0.007370372294872326,0.001766181143558224,,10.101780757798043,savitzky_golay,0.05,249,5f753bef74a3484a17ccd2fcf1abd99fcf71a5c04078bb3a9518476706a1e2a8,6.174361094394669,,,,,,,,,,GridBased,125,21cc4cb48fb433bf5f1bb579c9f7d7f4a485f0047a020c6f4d7fd226f3f7d849,1,horizontal_rack_detour,True,0.007809153001289815
0.009000000000000001,21.063445526640784,0.010522694551220485,0.002576883168980001,,7.107863662074466,constrained,0.05,249,8827d5fdc9d1fc232feb6fceca7a8f7d6c122e771c453adc680a11209cf89fe5,6.167660384604149,,,,,,,,,,GridBased,125,21cc4cb48fb433bf5f1bb579c9f7d7f4a485f0047a020c6f4d7fd226f3f7d849,1,horizontal_rack_detour,True,0.01471592500092811
0.003,107.92716992423867,0.01735191595053869,0.007953995029748136,,22.207452791262074,pivot_g2,0.05,333,3211b03b5f8b4c8efea1c84a98a128381f8070f12083731571a5a608953dbb49,6.207894455479693,22,54,9,200,0.976315,333,45,0.00311116,40,GridBased,126,21cc4cb48fb433bf5f1bb579c9f7d7f4a485f0047a020c6f4d7fd226f3f7d849,1,horizontal_rack_detour,True,0.009953841999958968
0.0,56.016010192764995,1.942890293094024e-16,3.8591318507370155e-17,,13.692591494588108,raw,0.05,178,f331278ef43395ecaca1280fe38872eca72707a9417dfaa7b4a19cb5a26da4e0,4.898626163389801,,,,,,,,,,GridBased,100,f331278ef43395ecaca1280fe38872eca72707a9417dfaa7b4a19cb5a26da4e0,1,right_rack_detour,True,0.004334795001341263
0.0,5.491401303557697,0.0186117063050145,0.0042922432239772415,,5.439491190921189,simple,0.05,178,549c18a11b4512e18df9f853a4ef7d0ed70655f10e2a6e728ff597427b62fa8b,4.854328330903376,,,,,,,,,,GridBased,99,f331278ef43395ecaca1280fe38872eca72707a9417dfaa7b4a19cb5a26da4e0,1,right_rack_detour,True,0.005067596999651869
0.0,25.41725570177771,0.006796336807282287,0.0018544173596532797,,9.263667605753264,savitzky_golay,0.05,178,5fec2e6a6bf48c290fb4fba8d7d179502759808917945b1bbab28f223707e214,4.8808198281131165,,,,,,,,,,GridBased,99,f331278ef43395ecaca1280fe38872eca72707a9417dfaa7b4a19cb5a26da4e0,1,right_rack_detour,True,0.0059108430014021
0.003,22.24073986791101,0.01034728821124536,0.004428230245349604,,9.53278619073565,constrained,0.05,178,86eba3b1015bd40d87930c7636420c4c6f6da563d33dc8f744586001542e2b0a,4.886225150435173,,,,,,,,,,GridBased,99,f331278ef43395ecaca1280fe38872eca72707a9417dfaa7b4a19cb5a26da4e0,1,right_rack_detour,True,0.009425625999938347
0.003,55.816547456597405,0.03510413360626091,0.01587707601273266,,14.119224525716449,pivot_g2,0.05,182,f6ffcbb5703801efe767500db1d7a011f8e59b368898183ff51b0d83a03a9804,4.896379786035009,4,36,2,200,1,182,34,0.00114887,10,GridBased,100,f331278ef43395ecaca1280fe38872eca72707a9417dfaa7b4a19cb5a26da4e0,1,right_rack_detour,True,0.006745517999661388
0.0,130.2710822085761,8.881784197001252e-16,7.636512971185225e-17,,20.202280903214376,raw,0.05,554,b59cb11aef0589c0798bebaef15651d48aa5e12f3c23ce9b5e9818c37c6557c4,13.82591982371838,,,,,,,,,,GridBased,279,b59cb11aef0589c0798bebaef15651d48aa5e12f3c23ce9b5e9818c37c6557c4,1,long_southwest_to_northeast,True,0.009260319999157218
0.003,13.256728837509941,0.01634795143827375,0.0034466339777810343,,4.682873558143949,simple,0.05,554,d6e832056a147dc4dfc8e842b03a5c3c8653536635f03d15989bb84388f5b43f,13.726994109625894,,,,,,,,,,GridBased,276,b59cb11aef0589c0798bebaef15651d48aa5e12f3c23ce9b5e9818c37c6557c4,1,long_southwest_to_northeast,True,0.012812168000891688
0.003,44.643482253720656,0.005609918499819413,0.0012716808103510413,,9.259187519852253,savitzky_golay,0.05,554,863b35baeff173ea4398439a09da7cf86988b68b60c1e6f717193dcea676a3bf,13.782744262127078,,,,,,,,,,GridBased,277,b59cb11aef0589c0798bebaef15651d48aa5e12f3c23ce9b5e9818c37c6557c4,1,long_southwest_to_northeast,True,0.012824250999983633
0.018000000000000002,36.05367820805639,0.008633877777220121,0.0018975763682087194,,7.2970201744535075,constrained,0.05,554,201dcc5e8444c260c749104a4f4b4d67dd066c97dcc5135ecdde1577e600c771,13.783711200624625,,,,,,,,,,GridBased,277,b59cb11aef0589c0798bebaef15651d48aa5e12f3c23ce9b5e9818c37c6557c4,1,long_southwest_to_northeast,True,0.029965005998747074
0.009000000000000001,107.90818479626894,0.024063937296810396,0.007878918641049067,,19.767411199626775,pivot_g2,0.05,653,b3b8d8c51d14ce505c9f8ea5f04d89a9219ec67d60640c4740b40a7082426a20,13.810916168614954,30,108,17,200,1,653,91,0.0102229,112,GridBased,279,b59cb11aef0589c0798bebaef15651d48aa5e12f3c23ce9b5e9818c37c6557c4,1,long_southwest_to_northeast,True,0.02405825999994704
0.003,90.164351566831,4.440892098500626e-16,5.89213407572247e-17,,19.393504824430707,raw,0.05,546,64bfc725b8f5a9f51e5d422872e31f8bec54aad8053d4a749bf6b3878d4a10d9,13.84058902236635,,,,,,,,,,GridBased,279,64bfc725b8f5a9f51e5d422872e31f8bec54aad8053d4a749bf6b3878d4a10d9,1,long_northeast_to_southwest,True,0.01023165200058429
0.003,10.71709275171787,0.023282516322809692,0.003929030525446568,,4.32257196158752,simple,0.05,546,ef89750220c7750d372fa3bb659026459ad9770b7014f3b6cea888198d51935f,13.749551638025794,,,,,,,,,,GridBased,277,64bfc725b8f5a9f51e5d422872e31f8bec54aad8053d4a749bf6b3878d4a10d9,1,long_northeast_to_southwest,True,0.014399286001207656
0.0,30.78522485964865,0.017926933034333924,0.0017671174422458867,,8.514255764488404,savitzky_golay,0.05,546,05d16cfef9890d0dd8632dabf6506541f3d687ab653c142b6c88cad42a7a1129,13.797718389709804,,,,,,,,,,GridBased,278,64bfc725b8f5a9f51e5d422872e31f8bec54aad8053d4a749bf6b3878d4a10d9,1,long_northeast_to_southwest,True,0.012857857998824329
0.015000000000000001,47.162652745407804,0.03047525356624473,0.0033823081908157505,,16.8601544793145,constrained,0.05,546,747acda2b8f9685ce3a61408b9f8129cec3b2380b4ff3fa4f62d35a18a1e69df,13.81706557289136,,,,,,,,,,GridBased,278,64bfc725b8f5a9f51e5d422872e31f8bec54aad8053d4a749bf6b3878d4a10d9,1,long_northeast_to_southwest,True,0.026548918000116828
0.009000000000000001,79.79872360767871,0.0343030553045176,0.011480118911015108,,17.17983173066438,pivot_g2,0.05,786,4822e33604a98f81542f621747b44229198b6b4492ac9a732dfa386ac458a0e4,13.82655503501428,54,57,30,200,0.988333,786,27,0.00998942,125,GridBased,279,64bfc725b8f5a9f51e5d422872e31f8bec54aad8053d4a749bf6b3878d4a10d9,1,long_northeast_to_southwest,True,0.02659010999923339
0.003,343.51020326418643,4.440892098500626e-16,9.852460345605397e-17,,23.01060778365861,raw,0.05,463,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,12.72738021570756,,,,,,,,,,GridBased,258,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,1,crossing_northwest_to_southeast,True,0.008642344000691082
0.003,24.502441699074687,0.030235591266983265,0.008295551604249827,,4.573283932925954,simple,0.05,463,2fdafd013384653e1e15d5cc6a825c5fed8ec899b6946d38d93c9e436f836d55,12.37251230300007,,,,,,,,,,GridBased,249,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,1,crossing_northwest_to_southeast,True,0.027550345001145615
0.0,135.76060731816256,0.018243401172589217,0.0034283863583744805,,12.963186700513177,savitzky_golay,0.05,463,b58de0ed4831513661cccba4eba038603a075e5685dc443b937958d1e660d34c,12.566306613055211,,,,,,,,,,GridBased,253,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,1,crossing_northwest_to_southeast,True,0.011249518998738495
0.015000000000000001,100.61012321535753,0.03763825233318832,0.00941244200284954,,12.23308543434385,constrained,0.05,463,3739c6417b1f9de2620e72a8e7593a65e1acb89f075271770d26eb18c4be8a62,12.530196831595813,,,,,,,,,,GridBased,252,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,1,crossing_northwest_to_southeast,True,0.023902222999822698
0.006,342.14269585692955,0.018990509628779774,0.007931701048990875,,23.985431607531755,pivot_g2,0.05,592,3dbe0e8c3483924825f067c12e54534481df6f454f9277d1f825cf193c2c0b51,12.720823172293459,27,68,17,200,0.979412,592,51,0.00495242,60,GridBased,258,8f774092ca8cd19f4f43ddc68834b323868822944e65714ea8cb91b866e0e97f,1,crossing_northwest_to_southeast,True,0.01648037000086333
0.0,69.04281061498111,2.220446049250313e-16,3.965425973735828e-17,,21.435755735421946,raw,0.05,267,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,6.8425175544195245,,,,,,,,,,GridBased,139,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,1,central_south_to_north,True,0.006063020999135915
0.0,14.766779700209167,0.02028028115785102,0.0038904973200594873,,12.309014835662651,simple,0.05,267,29875d389b5dec2616ea621acb4f84b242aead64cc2f655b7ced91b824d980b4,6.800551522303143,,,,,,,,,,GridBased,138,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,1,central_south_to_north,True,0.008104811000521295
0.0,31.194727735297395,0.0060346092575756065,0.001387709632136494,,11.03778953504903,savitzky_golay,0.05,267,eeb5c82f36330602d5cb013740c02f4b0a7c42e5e977606c3c5700f8d59cba7d,6.824949644663813,,,,,,,,,,GridBased,138,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,1,central_south_to_north,True,0.007921145999716828
0.009000000000000001,19.857514643484794,0.01605531034556556,0.0036512566860407176,,10.972661905129863,constrained,0.05,267,9afa33da1f7e2b41ccc0d602fa0d499bf0f6dd10291cc56f1a7ace12316ae102,6.831365405117782,,,,,,,,,,GridBased,138,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,1,central_south_to_north,True,0.015725381999800447
0.003,71.05034626762028,0.010543002498213914,0.005259564122678063,,21.933170433130165,pivot_g2,0.05,260,91e56f04a27014a4bca2ec6861f5513f0b3f3c949594baaa625ac40fa43a8b3f,6.842327204963037,6,32,5,200,1,260,27,0.00144124,10,GridBased,139,81d62284b89644fb950571c12145e38b825a8f873f6082f31bd563173a08e7b3,1,central_south_to_north,True,0.0077196349993755575
0.0,50.51848327571568,8.881784197001252e-16,1.0527253102252686e-16,,16.14672471351275,raw,0.05,266,21b17e8f8f2827796c6bf5d94690fcc16a3809dbb403ef5b59510735985223d5,6.650303970600595,,,,,,,,,,GridBased,135,21b17e8f8f2827796c6bf5d94690fcc16a3809dbb403ef5b59510735985223d5,1,right_south_to_north,True,0.005651138999382965
0.0,2.8418120124128583,0.02015040738573328,0.0029698618933056775,,2.872127574233266,simple,0.05,266,3fbf9822f228d579ef239abc31babeda470c55f7e54659d0eed6fbd09da7418e,6.6208566557407345,,,,,,,,,,GridBased,134,21b17e8f8f2827796c6bf5d94690fcc16a3809dbb403ef5b59510735985223d5,1,right_south_to_north,True,0.010058859001219389
0.0,9.960727038295218,0.009117094134149689,0.002046154221196331,,5.913609588435364,savitzky_golay,0.05,266,389c5f4c9f233079e0d423b59929bed6856e6a4af35c8e23f9a8552d83ce456a,6.633833693062027,,,,,,,,,,GridBased,134,21b17e8f8f2827796c6bf5d94690fcc16a3809dbb403ef5b59510735985223d5,1,right_south_to_north,True,0.0076082550003775395
0.012,14.801860597258193,0.012195531875296615,0.002095925482508531,,8.624827039281204,constrained,0.05,266,d23f2aa0848c85c13519b226b802dc20c7c6f7413ecc73207de894353f00efea,6.640382668261501,,,,,,,,,,GridBased,134,21b17e8f8f2827796c6bf5d94690fcc16a3809dbb403ef5b59510735985223d5,1,right_south_to_north,True,0.018638400999407168
0.003,51.45795742691592,0.022924854653632778,0.01037943027655837,,14.691724646671501,pivot_g2,0.05,354,ac66dcc5c2ea5657e879962cb9c8e1d459cfbfa24bdb7c4648c1a182f59e12ab,6.646793033048502,18,46,11,200,1,354,35,0.00375579,40,GridBased,135,21b17e8f8f2827796c6bf5d94690fcc16a3809dbb403ef5b59510735985223d5,1,right_south_to_north,True,0.016158419999555917
0.0,9.208640685884915e-11,0.0,0.0,,4.291536335176199e-05,raw,0.05,110,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,2.7999999850989536,,,,,,,,,,GridBased,57,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,1,upper_open_short,True,0.003914497998266597
0.0,2.797995831056164e-12,6.727822166041619e-08,1.032890788290622e-08,,4.6023853172990104e-06,simple,0.05,110,110ed904ab240ef7d031aa8f3038f84cacf728c995b6690669ecc8369ad4a1ed,2.7999999850988697,,,,,,,,,,GridBased,57,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,1,upper_open_short,True,0.005923801998505951
0.0,1.155217345508268e-11,4.8415617737163075e-08,6.591110026953787e-09,,9.222650732000944e-06,savitzky_golay,0.05,110,0f8fa80675560d80449c602c7150e18465496cf4e9b79527772ecce8a3f2ebc4,2.7999999850988915,,,,,,,,,,GridBased,57,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,1,upper_open_short,True,0.00506944399967324
0.0,9.208640685884915e-11,0.0,0.0,,4.291536335176199e-05,constrained,0.05,110,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,2.7999999850989536,,,,,,,,,,GridBased,57,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,1,upper_open_short,True,0.004937817000609357
0.0,5.377133488725522e-26,1.0537249739428489e-07,6.05742964155003e-08,,3.552713748283655e-13,pivot_g2,0.05,57,6dc2339dac10d593477aec67bd71434797c5c109e9cfd86667a23a364c1ff631,2.7999999850988404,,,,,,,,,,GridBased,57,1d42386cca9a7372817d3620841662533ccd7594b83a2a609ffe355668937b9c,1,upper_open_short,True,0.004271067000445328
0.0,75.39851305976038,1.1102230246251565e-16,2.5337258102033824e-17,,19.09638138878903,raw,0.05,188,eacd42b9295c4637cc4748a5ebab640b48d4812f08a52cdc5430e0638357bc44,4.681507389946505,,,,,,,,,,GridBased,96,eacd42b9295c4637cc4748a5ebab640b48d4812f08a52cdc5430e0638357bc44,1,lower_left_diagonal,True,0.003922411000530701
0.0,15.49329518122034,0.021048461200040783,0.004744793178314282,,8.49177894307765,simple,0.05,188,4b7a2ca5cbd9da6debfc7d6c666b385d17a254825a8c5e90cdb84e367ca8177b,4.638443679621264,,,,,,,,,,GridBased,94,eacd42b9295c4637cc4748a5ebab640b48d4812f08a52cdc5430e0638357bc44,1,lower_left_diagonal,True,0.006523008998556179
0.0,62.96418638216648,0.005204653318933545,0.001592258753113926,,27.655009792022998,savitzky_golay,0.05,188,bfd94c72741559f27e478c07fbba8bb7caedeaa5cf740ce5432cc3dfe019088e,4.681589749450684,,,,,,,,,,GridBased,95,eacd42b9295c4637cc4748a5ebab640b48d4812f08a52cdc5430e0638357bc44,1,lower_left_diagonal,True,0.0066555410012369975
0.006,16.106250977805587,0.01750025679195519,0.003795647207351672,,7.933693227688235,constrained,0.05,188,4d045ebafdae9507da18ec12c07c0f7f1cfb3b3f31654a5a4660797dcb0310fa,4.65849627374577,,,,,,,,,,GridBased,95,eacd42b9295c4637cc4748a5ebab640b48d4812f08a52cdc5430e0638357bc44,1,lower_left_diagonal,True,0.01073775699842372
0.003,78.28590675430347,0.014346252322929324,0.0059811147967899604,,18.422592075667396,pivot_g2,0.05,242,1f40559949fb347c45b535b28deff1f386c16a8d1e31d8db99a6e4a17a6aaa71,4.681080449321687,10,44,6,200,1,242,38,0.00230518,26,GridBased,96,eacd42b9295c4637cc4748a5ebab640b48d4812f08a52cdc5430e0638357bc44,1,lower_left_diagonal,True,0.008394965998377302
