algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_competitive_candidates,pivot_corners,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_runtime_s,pivot_total_angle_rad,pivot_valid_candidates,planner,point_count,raw_path_sha256,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.0,0.0,6.938893903907228e-18,5.703735654108328e-19,,0.7144474719628296,0.685754926252015,0.7146446715897079,0,293,0.0,raw,0.05,147,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,7.300000108778477,,,,0,0.0,,,,,,0,,ThetaStar,148,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,1,straight_lower_aisle,True,0.0,0.0,7.300000108778477,1,0.007966219998706947
0.0,0.0,6.938893903907228e-18,5.703735654108328e-19,,0.7144474719628296,0.685754926252015,0.7146446715897079,0,293,0.0,simple,0.05,147,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,7.300000108778477,,,,0,0.0,,,,,,0,,ThetaStar,148,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,1,straight_lower_aisle,True,0.0,0.0,7.300000108778477,1,0.00927373800004716
0.0,2.524352150757912e-26,1.3322676295501878e-15,8.866770324764645e-16,,0.7144405037781343,0.685754926252015,0.7146446715897079,0,283,7.105411899280466e-13,savitzky_golay,0.05,147,9d9963921d672f848bbbce000581e77dffdd9b861cf4ce221db68ecefa6e5f7f,7.300000108778477,,,,0,0.0,,,,,,0,,ThetaStar,148,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,1,straight_lower_aisle,True,2.524352150757912e-26,7.105411899280466e-13,7.300000108778477,1,0.008707195000170032
0.0,0.0,6.938893903907228e-18,5.703735654108328e-19,,0.7144474719628296,0.685754926252015,0.7146446715897079,0,293,0.0,constrained,0.05,147,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,7.300000108778477,,,,0,0.0,,,,,,0,,ThetaStar,148,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,1,straight_lower_aisle,True,0.0,0.0,7.300000108778477,1,0.006808321999415057
0.0,0.0,6.938893903907228e-18,5.703735654108328e-19,,0.7144494706076967,0.685754926252015,0.7146446715897079,0,148,0.0,pivot_g2,0.05,148,f8d586166ebc2f39179c841ca7d09e963884e93a373a07a9887063a473599054,7.300000108778477,0,0,0,0,0.0,200,0,148,0,0.000637031,0,0,ThetaStar,148,add2ed7455133f04c01841cf099b6b1df721535004bdbce80ec899711a5b8c65,1,straight_lower_aisle,True,0.0,0.0,7.300000108778477,1,0.006720936000419897
0.0,18.05299448687164,4.440892098500626e-16,1.3148516175038695e-16,,0.35330933291834277,0.10606601875848895,0.13827312254486798,0,135,13.956952205240771,raw,0.05,68,ea9dca7a3ff310994678f42ba1f3459213181f17bbe29fd9a831eda656e2f44c,3.7920137990609635,,,,0,0.0,,,,,,0,,ThetaStar,77,ea9dca7a3ff310994678f42ba1f3459213181f17bbe29fd9a831eda656e2f44c,1,crate_detour,True,18.05299448687164,13.956952205240771,3.7920137990609635,1,0.0030343300004460616
0.0,1.9220447589044192,0.038564600548580776,0.010845830722140149,,0.3622769635234817,0.17677669793081488,0.18825146149581692,0,144,2.0750454846133035,simple,0.05,68,b3e56f04bee56b15a3d938fe87906d4e86a5b1f209ad265ca291e3299e67a8d3,3.7449393245965465,,,,0,0.0,,,,,,0,,ThetaStar,76,ea9dca7a3ff310994678f42ba1f3459213181f17bbe29fd9a831eda656e2f44c,1,crate_detour,True,1.9220447589044192,2.0750454846133035,3.7449393245965465,1,0.004766821000885102
0.0,4.115384858098399,0.012738830024263662,0.0029744593759804035,,0.37700859814514137,0.2146446641391273,0.2146446641391273,0,131,4.147738215452254,savitzky_golay,0.05,68,e88f4c0a40d6bbfe023f3b12fb9ca80a03627e83352543dfc7c7a669d9c36fc8,3.7775736209523965,,,,0,0.0,,,,,,0,,ThetaStar,77,ea9dca7a3ff310994678f42ba1f3459213181f17bbe29fd9a831eda656e2f44c,1,crate_detour,True,4.115384858098399,4.147738215452254,3.7775736209523965,1,0.006653383999946527
0.003,2.115360204028474,0.03496470083722073,0.01960114081472951,,0.4072160994378441,0.2146446641391273,0.22531854584865416,0,129,1.7597887947637492,constrained,0.05,68,3d83844c8c92fe07f9a8c4ae5acc462b519d09deb178de127db05a3c8772c8de,3.795473518603526,,,,0,0.0,,,,,,0,,ThetaStar,77,ea9dca7a3ff310994678f42ba1f3459213181f17bbe29fd9a831eda656e2f44c,1,crate_detour,True,2.115360204028474,1.7597887947637492,3.795473518603526,1,0.009049102000062703
0.003,6.231943240767989,0.02476083296724295,0.004208678890944859,,0.4050544567236084,0.2146446641391273,0.2146446641391273,0,157,6.331949141322285,pivot_g2,0.05,145,a89c2ba204e13c93aeecaba6b7e632b31f00523300cd9089728fe9c35dda13dd,3.7707683830693064,15,6,5,1,0.321750554396642,200,0.826673,145,1,0.00358872,0.321750554396642,31,ThetaStar,77,ea9dca7a3ff310994678f42ba1f3459213181f17bbe29fd9a831eda656e2f44c,1,crate_detour,True,4.227462943036851,3.478089505685679,3.770799756361746,2,0.015344668998295674
0.0,23.87058952795239,2.220446049250313e-16,4.04438252565071e-17,,0.37643715229605246,0.07644806095482698,0.11464466264901119,0,127,14.931846648030852,raw,0.05,64,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,3.530643425136016,,,,0,0.0,,,,,,0,,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,23.87058952795239,14.931846648030852,3.530643425136016,1,0.007192742999905022
0.0,2.69980353777387,0.044072077855329184,0.013308686049750855,,0.3810786937404516,0.11464466264901119,0.11464466264901119,0,120,2.293623360186472,simple,0.05,64,f56472744b66b0292da2b5175b194e5cfb5d66c9a80b6328cdbb0424356192bb,3.4646457659623295,,,,0,0.0,,,,,,0,,ThetaStar,71,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,2.69980353777387,2.293623360186472,3.4646457659623295,1,0.005005602999517578
0.0,6.554474460229572,0.012676580913731242,0.0031457652171464788,,0.3627175659510503,0.11464466264901119,0.11464466264901119,0,122,4.241276717628401,savitzky_golay,0.05,64,58bf12dca4e20b30f753aca11b3d42945c770ebb005b103cc3136ddd52671357,3.5117239907177593,,,,0,0.0,,,,,,0,,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,6.554474460229572,4.241276717628401,3.5117239907177593,1,0.00561743700018269
0.006,5.392965780501481,0.03412586597790765,0.020411183982538664,,0.39813801069183585,0.11464466264901119,0.11464466264901119,0,120,5.821461258258319,constrained,0.05,64,ec2bbcbd025b30b1da874046f8aaa7127abf3f08abaf74554d772465d618195f,3.5178381912862036,,,,0,0.0,,,,,,0,,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,5.392965780501481,5.821461258258319,3.5178381912862036,1,0.010727185999712674
0.003,8.041783288738452,0.033655060302978275,0.006122941818113916,,0.33693778374112576,0.11464466264901119,0.1449222268733815,0,182,6.160423033766875,pivot_g2,0.05,168,801e5501e28491c6b3915a99f14958a31dbf0b793977f869e1f42eabfd213621,3.501618474462215,14,6,5,1,0.4636476090008062,200,0.9636,168,1,0.00144089,0.4636476090008062,25,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,5.6618258383130255,5.363452244485866,3.502823665598269,2,0.01085531699936837
0.003,9.530291928849314,2.220446049250313e-16,6.341108682771403e-17,,0.5067631613317073,0.1449222268733815,0.2146446641391273,0,243,6.643693474215089,raw,0.05,120,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,6.09131844125298,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,9.530291928849314,6.643693474215089,6.09131844125298,1,0.00659523300055298
0.0,1.889525106270428,0.03230289833691292,0.008133944054384425,,0.4871734907247575,0.2146446641391273,0.2146446641391273,0,234,1.7630170993106318,simple,0.05,120,6712a8c20b1fc0dcaa0c93b3a7411cf9cfd9d6cd47667a7adefd5dc621240780,6.056375742432696,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,1.889525106270428,1.7630170993106318,6.056375742432696,1,0.00554415000078734
0.0,2.960311540742575,0.006054739778988966,0.001418125707843634,,0.4793945387227183,0.2146446641391273,0.2413743645589977,0,212,2.423044196634234,savitzky_golay,0.05,120,78d7377be3f69d8d7a1a38a2964f63e7328af99e84f62d733806fe8ddfae68f7,6.08550583428731,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,2.960311540742575,2.423044196634234,6.08550583428731,1,0.005370213999412954
0.012,2.5971722267750983,0.040916998086207794,0.014212948203775116,,0.4837159918650767,0.2146446641391273,0.23390290478282266,0,199,2.9250842836670796,constrained,0.05,120,dcc9b04919babdd803e9ce90146d926e913d13b8f3c66033a13e02c5976c595c,6.096362962674666,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,2.5971722267750983,2.9250842836670796,6.096362962674666,1,0.01728997199825244
