algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_candidate_time_budget_s,hybrid_maximum_center_cost,hybrid_pivot_energy,hybrid_pivot_maneuver_effort,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_path_length_m,hybrid_pivot_pivot_rotation_rad,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_maneuver_effort,hybrid_raw_max_cost,hybrid_raw_path_length_m,hybrid_raw_pivot_rotation_rad,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_maneuver_effort,hybrid_simple_max_cost,hybrid_simple_path_length_m,hybrid_simple_pivot_rotation_rad,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_conditioned_polyline,pivot_conditioning_input_points,pivot_conditioning_max_deviation,pivot_conditioning_observed_deviation,pivot_conditioning_oscillation_deviation,pivot_conditioning_oscillation_shortcuts,pivot_conditioning_output_points,pivot_conditioning_safety_rejections,pivot_conditioning_shortcuts,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pass_through_corners,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_selected_stitch_rejection,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.018000000000000002,16.146110038758994,0.06060529691896006,0.02236566702810457,,0.4463711765548575,0.11464466264901119,0.16464466339406925,0,301,1.5,252,6.18415,9.52999,1,253,6.93531,0.852518,True,323.509,323.509,177,7.23395,0,True,pivot_lower_maneuver_effort,pivot_g2,45.3626,45.3626,253,6.95858,0,True,13.93789150076403,adaptive_hybrid,0.05,283,8bcc5b956f1adbb9893d64cbd63d64ef264b31c7af8664c9bea56c88955a1dbc,6.931745739557328,,,,,,,,,,,,,,,,,,1,0.8525184443136438,,,,,,,,,,,0.8525184443136438,,NavFnAStar,c9a3ddda49b45f2286a67462e7fbf0ab2e8023c1083773f695946e4947d509e6,140,2bd4d608e674c5fcf4d9650696cf8dc603c760b7d9cb087aa62702255c8072ad,0,1,bottom_alternating_cross,True,6.184153919889568,3.931781923673379,6.934584831510753,2,0.022452019000411383
0.003,110.4137303981203,4.440892098500626e-16,8.748875266974976e-17,,0.5581111295980133,0.16464466339406925,0.2146446641391273,0,280,,,,,,,,,,,,,,,,,,,,,,,,21.93777132074256,raw,0.05,273,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,6.877883056654602,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,140,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,110.4137303981203,21.93777132074256,6.877883056654602,1,0.005354467999495682
0.0,9.818615227854236,0.019665984441336912,0.0044666663987321525,,0.5196106731686831,0.11464466264901119,0.16464466339406925,0,294,,,,,,,,,,,,,,,,,,,,,,,,4.905334045591108,simple,0.05,273,97bd98ec13db22e22f35a0c2226366c078c07b3333bbd32b87c0a3dfec99d595,6.796949243463422,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,137,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,9.818615227854236,4.905334045591108,6.796949243463422,1,0.0074565849999999045
0.0,41.622257600499324,0.009357789156771995,0.001928731919782532,,0.4881574637161387,0.06464466190395313,0.11464466264901119,0,345,,,,,,,,,,,,,,,,,,,,,,,,10.208765160316503,savitzky_golay,0.05,273,4da09970d4420a3cae517ae9a6b447a685b19bf643694cbe594c08e044d96aa9,6.842555422116841,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,138,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,41.622257600499324,10.208765160316503,6.842555422116841,1,0.0067450659998939955
0.018000000000000002,51.41418545343006,0.06202024463667986,0.012350981891336004,,0.4849792473779153,0.11464466264901119,0.16464466339406925,0,352,,,,,,,,,,,,,,,,,,,,,,,,16.425719725506454,constrained,0.05,273,78cde44d8291aec9aa16b9b20540661308738791d10306bb80b22283c5a6b54b,6.853760760793796,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,139,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,51.41418545343006,16.425719725506454,6.853760760793796,1,0.024577704999501293
0.003,4.9070232978087205,0.06511204034854151,0.033875061293760445,,0.47437737356575094,0.11464466264901119,0.16464466339406925,0,214,,,,,,,,,,,,,,,,,,,,,,,,2.8565525074172,pivot_g2_fixed,0.05,209,459b1faec37c8b0f5f7a498b7d66c315b92e5b7cb8dad0a7750159c608acc44e,6.772389050336933,0,22,"[[-2, 2.6], [0.0147672, 3.29941], [0.877036, 3.43371], [1.13083, 3.33312], [1.83286, 3.41933], [2.14344, 3.22941], [3.1711, 3.03882], [4.5, 2.6]]",273,0.075,0.0651372,0.15,0,8,0,7,"[{'index': 0, 'x': 0.0147672, 'y': 3.29941, 'turn_angle': -0.179618, 'incoming_length': 2.13271, 'outgoing_length': 0.872665, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.25, 'selected_trim': 0.112564, 'selected_score': 0.900885}, {'index': 1, 'x': 0.877036, 'y': 3.43371, 'turn_angle': -0.531856, 'incoming_length': 0.872665, 'outgoing_length': 0.273005, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.4, 'selected_trim': 0.108952, 'selected_score': 0.75}, {'index': 2, 'x': 1.13083, 'y': 3.33312, 'turn_angle': 0.499543, 'incoming_length': 0.273005, 'outgoing_length': 0.707296, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.4, 'selected_trim': 0.102039, 'selected_score': 0.9}, {'index': 3, 'x': 1.83286, 'y': 3.41933, 'turn_angle': -0.671015, 'incoming_length': 0.707296, 'outgoing_length': 0.364046, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.4, 'selected_trim': 0.139476, 'selected_score': 0.75}, {'index': 4, 'x': 2.14344, 'y': 3.22941, 'turn_angle': 0.365438, 'incoming_length': 0.364046, 'outgoing_length': 1.04519, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 0.75, 'selected_trim': 0.138585, 'selected_score': 0.85}, {'index': 5, 'x': 3.1711, 'y': 3.03882, 'turn_angle': -0.135555, 'incoming_length': 1.04519, 'outgoing_length': 1.39947, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.101822, 'selected_score': 1}]",6,0,54,none,6,0,0.0,252,0.858481,209,0,0,"{'angular acceleration iteration did not converge': 3, 'transition would overlap an adjacent corner window': 21}",0.00298945,fixed,0.05,,0,30,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,137,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,4.9070232978087205,2.8565525074172,6.772389050336933,1,0.009262770000532328
0.009000000000000001,6.107207668320539,0.06511204034854101,0.033864756851658614,,0.4722629154116935,0.11464466264901119,0.1211357691524714,0,217,,,,,,,,,,,,,,,,,,,,,,,,3.9855073399176137,pivot_g2,0.05,212,e1527e4ca1a879a2d3baa191e0f29b2eb7c3be03686e81563f80a5311a3f9160,6.777182366932451,120,82,"[[-2, 2.6], [0.0147672, 3.29941], [0.877036, 3.43371], [1.13083, 3.33312], [1.83286, 3.41933], [2.14344, 3.22941], [3.1711, 3.03882], [4.5, 2.6]]",273,0.075,0.0651372,0.15,0,8,0,7,"[{'index': 0, 'x': 0.0147672, 'y': 3.29941, 'turn_angle': -0.179618, 'incoming_length': 2.13271, 'outgoing_length': 0.872665, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00900511, 'trim_max': 0.135077, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.43, 'selected_trim': 0.128773, 'selected_score': 0.168399}, {'index': 1, 'x': 0.877036, 'y': 3.43371, 'turn_angle': -0.531856, 'incoming_length': 0.872665, 'outgoing_length': 0.273005, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.0023, 'trim_min': 0.0272379, 'trim_max': 0.273005, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 0.348132, 'selected_trim': 0.0948239, 'selected_score': 0.693092}, {'index': 2, 'x': 1.13083, 'y': 3.33312, 'turn_angle': 0.499543, 'incoming_length': 0.273005, 'outgoing_length': 0.707296, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.0702, 'trim_min': 0.0255098, 'trim_max': 0.273005, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.342549, 'selected_trim': 0.0873837, 'selected_score': 0.682152}, {'index': 3, 'x': 1.83286, 'y': 3.41933, 'turn_angle': -0.671015, 'incoming_length': 0.707296, 'outgoing_length': 0.364046, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.04404, 'trim_min': 0.034869, 'trim_max': 0.364046, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.288808, 'selected_trim': 0.100705, 'selected_score': 0.687832}, {'index': 4, 'x': 2.14344, 'y': 3.22941, 'turn_angle': 0.365438, 'incoming_length': 0.364046, 'outgoing_length': 1.04519, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.018478, 'trim_max': 0.27717, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 0.415, 'selected_trim': 0.0766836, 'selected_score': 0.48303}, {'index': 5, 'x': 3.1711, 'y': 3.03882, 'turn_angle': -0.135555, 'incoming_length': 1.04519, 'outgoing_length': 1.39947, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.00678813, 'trim_max': 0.101822, 'evaluations': 11, 'safe_feasible': 9, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.101822, 'selected_score': 0.0938317}]",6,36,111,none,6,0,0.0,252,0.468056,212,0,0,"{'angular acceleration iteration did not converge': 5, 'transition requires a reversing inner wheel': 9}",0.0105882,adaptive,0.05,,0,97,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,137,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,6.107207668320539,3.9855073399176137,6.777182366932451,1,0.017627645000175107
0.006,4.9070232978087205,0.06511204034854151,0.033875061293760445,,0.47437737356575094,0.11464466264901119,0.16464466339406925,0,214,1.5,252,4.90702,4.90702,0,253,6.77299,0,True,110.414,110.414,228,6.91199,0,True,pivot_lower_maneuver_effort,pivot_g2,9.81862,9.81862,253,6.79841,0,True,2.8565525074172,adaptive_hybrid_fixed,0.05,209,459b1faec37c8b0f5f7a498b7d66c315b92e5b7cb8dad0a7750159c608acc44e,6.772389050336933,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,137,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,4.9070232978087205,2.8565525074172,6.772389050336933,1,0.012599538000358734
0.015000000000000001,6.107207668320539,0.06511204034854101,0.033864756851658614,,0.4722629154116935,0.11464466264901119,0.1211357691524714,0,217,1.5,252,6.10721,6.10721,0,253,6.7779,0,True,110.414,110.414,228,6.91199,0,True,pivot_lower_maneuver_effort,pivot_g2,9.81862,9.81862,253,6.79841,0,True,3.9855073399176137,adaptive_hybrid,0.05,212,e1527e4ca1a879a2d3baa191e0f29b2eb7c3be03686e81563f80a5311a3f9160,6.777182366932451,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,897f7c782f58932fd8e5c577127d2de1331afb2d84b31b5ec30b7c457dc154f4,137,da99df52e1b4301c593a42a03da6604bb90a46cd5bf3ea6c3e7b6fb9ec5674f6,0,1,top_alternating_cross,True,6.107207668320539,3.9855073399176137,6.777182366932451,1,0.02123340499929327
0.0,193.58502356839998,4.440892098500626e-16,6.904334226865165e-17,,0.4226844507865317,0.17677669793081488,0.2146446641391273,0,596,,,,,,,,,,,,,,,,,,,,,,,,18.43873273443626,raw,0.05,576,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,14.651809137099276,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,205fbc0df22e53322af4a20c383dcd007795a590a8574468dccee5198ca702f1,297,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,0,1,southwest_northeast_weave,True,193.58502356839998,18.43873273443626,14.651809137099276,1,0.010098079999806941
0.0,21.03741951275711,0.027756766076937372,0.0052231126617240525,,0.4183228074960375,0.2146446641391273,0.2146446641391273,0,615,,,,,,,,,,,,,,,,,,,,,,,,8.422917101444716,simple,0.05,576,be04384958d153fac47ea8564b0f92883f7d82efc62eaf7f5c5ba398848db0b1,14.4714288301535,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,205fbc0df22e53322af4a20c383dcd007795a590a8574468dccee5198ca702f1,291,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,0,1,southwest_northeast_weave,True,21.03741951275711,8.422917101444716,14.4714288301535,1,0.01457522200053063
0.0,78.94088691079892,0.01929051860394072,0.002335249342473081,,0.4185124155396691,0.2146446641391273,0.2146446641391273,0,689,,,,,,,,,,,,,,,,,,,,,,,,13.589462906545942,savitzky_golay,0.05,576,457c0b0a8cb4c64114c7b921d556173799b756c0d8904f91c049db9a029df957,14.577186690171597,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,205fbc0df22e53322af4a20c383dcd007795a590a8574468dccee5198ca702f1,293,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,0,1,southwest_northeast_weave,True,78.94088691079892,13.589462906545942,14.577186690171597,1,0.012276725999981863
0.036000000000000004,107.31458776182923,0.039933007976856984,0.0068290896877998795,,0.41267334931138355,0.18825146149581692,0.2146446641391273,0,717,,,,,,,,,,,,,,,,,,,,,,,,14.482081400305745,constrained,0.05,576,691efef2d5b24a4d4b837c3abd8c5695777e50e4f2438d16329f64c22fc1f14a,14.626737919722968,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,NavFnAStar,205fbc0df22e53322af4a20c383dcd007795a590a8574468dccee5198ca702f1,295,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,0,1,southwest_northeast_weave,True,107.31458776182923,14.482081400305745,14.626737919722968,1,0.05036694300088129
0.006,31.252203826306186,0.07247850994491223,0.03425647445118306,,0.3958035487350221,0.2146446641391273,0.21959563989254183,0,607,,,,,,,,,,,,,,,,,,,,,,,,15.178744389209385,pivot_g2_fixed,0.05,573,88215eb4bc5bb6af10e5a1f57912300692d631ba4a1cf61b214a76921d81a23b,14.3935247417659,0,44,"[[-5, -3], [-3.29491, -2.40138], [-2.6029, -2.31416], [-2.29474, -2.07297], [-1.90085, -1.49565], [-1.80084, 1.91839], [-1.52432, 2.2089], [-0.478377, 2.49191], [0.187938, 3.35943], [1.22749, 3.42502], [4.25, 3.3], [4.37941, 3.15618], [4.6, 3.2], [5, 3]]",576,0.075,0.0724898,0.15,0,14,0,13,"[{'index': 0, 'x': -3.29491, 'y': -2.40138, 'turn_angle': -0.212255, 'incoming_length': 1.80711, 'outgoing_length': 0.697489, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.159792, 'selected_score': 1}, {'index': 1, 'x': -2.6029, 'y': -2.31416, 'turn_angle': 0.538724, 'incoming_length': 0.697489, 'outgoing_length': 0.391322, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.165643, 'selected_score': 1}, {'index': 2, 'x': -2.29474, 'y': -2.07297, 'turn_angle': 0.307962, 'incoming_length': 0.391322, 'outgoing_length': 0.698887, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.15521, 'selected_score': 0.85}, {'index': 3, 'x': -1.90085, 'y': -1.49565, 'turn_angle': 0.569445, 'incoming_length': 0.698887, 'outgoing_length': 3.41551, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 6, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.292674, 'selected_score': 1}, {'index': 4, 'x': -1.80084, 'y': 1.91839, 'turn_angle': -0.731438, 'incoming_length': 3.41551, 'outgoing_length': 0.401072, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 3, 'states': 0, 'selected_radius': 0.4, 'selected_trim': 0.153178, 'selected_score': 0.9}, {'index': 5, 'x': -1.52432, 'y': 2.2089, 'turn_angle': -0.545826, 'incoming_length': 0.401072, 'outgoing_length': 1.08355, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 5, 'states': 0, 'selected_radius': 0.6, 'selected_trim': 0.167938, 'selected_score': 0.809474}, {'index': 6, 'x': -0.478377, 'y': 2.49191, 'turn_angle': 0.651586, 'incoming_length': 1.08355, 'outgoing_length': 1.09388, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.337831, 'selected_score': 0.860071}, {'index': 7, 'x': 0.187938, 'y': 3.35943, 'turn_angle': -0.852821, 'incoming_length': 1.09388, 'outgoing_length': 1.04162, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1, 'selected_trim': 0.454284, 'selected_score': 0.85}, {'index': 8, 'x': 1.22749, 'y': 3.42502, 'turn_angle': -0.104348, 'incoming_length': 1.04162, 'outgoing_length': 3.02509, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 7, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.0783324, 'selected_score': 1}, {'index': 9, 'x': 4.25, 'y': 3.3, 'turn_angle': -0.796735, 'incoming_length': 3.02509, 'outgoing_length': 0.193472, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 10, 'x': 4.37941, 'y': 3.15618, 'turn_angle': 1.03417, 'incoming_length': 0.193472, 'outgoing_length': 0.224897, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 0, 'states': 0, 'selected_radius': 0, 'selected_trim': 0, 'selected_score': 0}, {'index': 11, 'x': 4.6, 'y': 3.2, 'turn_angle': -0.659741, 'incoming_length': 0.224897, 'outgoing_length': 0.447214, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 1, 'states': 0, 'selected_radius': 0.2, 'selected_trim': 0.068476, 'selected_score': 1}]",12,0,108,none,10,2,1.0341661587294646,252,0.926954,573,0,2,"{'angular acceleration iteration did not converge': 6, 'transition would overlap an adjacent corner window': 46}",0.007981,fixed,0.05,,1.8309015127289494,56,NavFnAStar,205fbc0df22e53322af4a20c383dcd007795a590a8574468dccee5198ca702f1,290,54f0e297b75fefc5fda788a06a865b413c06d35c25e149531638dd1af60c953e,0,1,southwest_northeast_weave,True,9.444570919002695,5.397154347341401,14.401249516402393,3,0.02116593400023703
