algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,hybrid_candidate_time_budget_s,hybrid_maximum_center_cost,hybrid_pivot_energy,hybrid_pivot_maneuver_effort,hybrid_pivot_markers,hybrid_pivot_max_cost,hybrid_pivot_path_length_m,hybrid_pivot_pivot_rotation_rad,hybrid_pivot_safe,hybrid_raw_energy,hybrid_raw_maneuver_effort,hybrid_raw_max_cost,hybrid_raw_path_length_m,hybrid_raw_pivot_rotation_rad,hybrid_raw_safe,hybrid_reason,hybrid_selected,hybrid_simple_energy,hybrid_simple_maneuver_effort,hybrid_simple_max_cost,hybrid_simple_path_length_m,hybrid_simple_pivot_rotation_rad,hybrid_simple_safe,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_compatible_edges,pivot_competitive_candidates,pivot_conditioned_polyline,pivot_conditioning_input_points,pivot_conditioning_max_deviation,pivot_conditioning_observed_deviation,pivot_conditioning_oscillation_deviation,pivot_conditioning_oscillation_shortcuts,pivot_conditioning_output_points,pivot_conditioning_safety_rejections,pivot_conditioning_shortcuts,pivot_corner_search,pivot_corners,pivot_dp_states,pivot_evaluations,pivot_fallback,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pass_through_corners,pivot_pivots,pivot_rejections,pivot_runtime_s,pivot_search_mode,pivot_segment_margin,pivot_selected_stitch_rejection,pivot_total_angle_rad,pivot_valid_candidates,planner,planner_output_path_sha256,point_count,raw_path_sha256,removed_duplicate_pose_count,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.006,3.011472483559897,0.03669235464648413,0.007608522503602673,,0.4893644373662045,0.17079994476667312,0.2146446641391273,0,530,1.5,252,3.31751,3.31751,0,228,13.6881,0,True,20.8719,20.8719,253,13.7663,0,True,simple_lower_maneuver_effort,simple,3.01147,3.01147,228,13.6899,0,True,2.03102039782635,adaptive_hybrid_fixed,0.05,262,ab75aaf4c8a3d20c79badd2a949575905b24015b1be62b13053025e16c21f027,13.689054122114873,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,47edc9bd8470338a4fa332b611ec4f496ce59deaf4597269826df5c9c5816abb,275,c7cd0feeed8a1abc9d46be735645b5de062896bf4fbd32fbec8870176d2d3d63,0,1,serpentine_east_west,True,3.011472483559897,2.03102039782635,13.689054122114873,1,0.01212155199937115
0.012,3.011472483559897,0.03669235464648413,0.007608522503602673,,0.4893644373662045,0.17079994476667312,0.2146446641391273,0,530,1.5,252,4.78992,4.78992,0,228,13.6952,0,True,20.8719,20.8719,253,13.7663,0,True,simple_lower_maneuver_effort,simple,3.01147,3.01147,228,13.6899,0,True,2.03102039782635,adaptive_hybrid,0.05,262,ab75aaf4c8a3d20c79badd2a949575905b24015b1be62b13053025e16c21f027,13.689054122114873,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,47edc9bd8470338a4fa332b611ec4f496ce59deaf4597269826df5c9c5816abb,275,c7cd0feeed8a1abc9d46be735645b5de062896bf4fbd32fbec8870176d2d3d63,0,1,serpentine_east_west,True,3.011472483559897,2.03102039782635,13.689054122114873,1,0.016747725000641367
0.0,7.581542479370944,0.0,0.0,,0.7365561439570619,0.6146446700995918,0.6646446708446498,0,257,,,,,,,,,,,,,,,,,,,,,,,,11.46293843807964,raw,0.05,113,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,5.610746961858157,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,114,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,7.581542479370944,11.46293843807964,5.610746961858157,1,0.00329453900030785
0.0,0.15112238475476272,0.01664666880315746,0.0026789267994735202,,0.7651738910368554,0.6146446700995918,0.6146446700995918,0,265,,,,,,,,,,,,,,,,,,,,,,,,0.8574914971807361,simple,0.05,113,894e29a8bae9fb7fc015ae735157e1585f6f97cc9b65ab0b8907bf6e3eb40d5e,5.602480406977445,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,114,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,0.15112238475476272,0.8574914971807361,5.602480406977445,1,0.0037986859997545253
0.0,0.9898601188332773,0.00965167067449002,0.0012437407809781531,,0.7700387782296281,0.6146446700995918,0.6146446700995918,0,283,,,,,,,,,,,,,,,,,,,,,,,,3.140227243909594,savitzky_golay,0.05,113,45a39b6b3dc08edd580d00ab677cca3cbaff4b111fbe5391e7f4c34740fac9ec,5.605240663350121,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,114,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,0.9898601188332773,3.140227243909594,5.605240663350121,1,0.0042785619998539914
0.006,5.74460729166611,0.019990781028329963,0.003586395246160533,,0.7794996977257157,0.7146446715897079,0.7146446715897079,0,192,,,,,,,,,,,,,,,,,,,,,,,,8.045380795292896,constrained,0.05,113,076f36a36d85e46c4b7dae75afd991f5a0f168e89baf7c63dadba490fc9a1eaf,5.619023529986069,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,114,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,5.74460729166611,8.045380795292896,5.619023529986069,1,0.010690226999940933
0.003,0.0,0.024999973550438703,0.02471068964571611,,0.7315271184306084,0.7146446715897079,0.7146446715897079,0,156,,,,,,,,,,,,,,,,,,,,,,,,0.0,pivot_g2_fixed,0.05,113,9a33cbf9943c7c177de49707ea2410de96bf9d85128fe738a2fba5660256dcc8,5.599999999999988,0,0,"[[-4.2, -2.8], [-4.2, 2.8]]",113,0.075,0.025,0.15,0,2,0,1,[],0,0,0,none,0,0,0.0,252,0,113,0,0,{},0.00015349,fixed,0.05,,0,0,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,113,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,0.0,0.0,5.599999999999988,1,0.004242326999701618
0.0,0.0,0.024999973550438703,0.02471068964571611,,0.7315271184306084,0.7146446715897079,0.7146446715897079,0,156,,,,,,,,,,,,,,,,,,,,,,,,0.0,pivot_g2,0.05,113,9a33cbf9943c7c177de49707ea2410de96bf9d85128fe738a2fba5660256dcc8,5.599999999999988,0,0,"[[-4.2, -2.8], [-4.2, 2.8]]",113,0.075,0.025,0.15,0,2,0,1,[],0,0,0,none,0,0,0.0,252,0,113,0,0,{},0.000183279,adaptive,0.05,,0,0,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,113,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,0.0,0.0,5.599999999999988,1,0.004641953999453108
0.0,0.0,0.024999973550438703,0.02471068964571611,,0.7315271184306084,0.7146446715897079,0.7146446715897079,0,156,1.5,252,0,0,0,0,5.6,0,True,7.58154,7.58154,0,5.61441,0,True,pivot_lower_maneuver_effort,pivot_g2,0.151122,0.151122,0,5.60252,0,True,0.0,adaptive_hybrid_fixed,0.05,113,9a33cbf9943c7c177de49707ea2410de96bf9d85128fe738a2fba5660256dcc8,5.599999999999988,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,113,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,0.0,0.0,5.599999999999988,1,0.0055483229998571915
0.0,0.0,0.024999973550438703,0.02471068964571611,,0.7315271184306084,0.7146446715897079,0.7146446715897079,0,156,1.5,252,0,0,0,0,5.6,0,True,7.58154,7.58154,0,5.61441,0,True,pivot_lower_maneuver_effort,pivot_g2,0.151122,0.151122,0,5.60252,0,True,0.0,adaptive_hybrid,0.05,113,9a33cbf9943c7c177de49707ea2410de96bf9d85128fe738a2fba5660256dcc8,5.599999999999988,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,7a9fef83016ad27424e5cd66d6f3db38a0cdf163c64fcf3a402862159128fc3a,113,c7cfcbe903dfa0bcb545885cbe14265f38406881f2ee970c907ae0d018ebd83b,0,1,left_vertical_aisle,True,0.0,0.0,5.599999999999988,1,0.004418882999743801
0.0,7.581516299591497,0.0,0.0,,0.4570584608548227,0.41464466711935954,0.41464466711935954,0,145,,,,,,,,,,,,,,,,,,,,,,,,11.462919233282305,raw,0.05,57,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,2.8107469289205467,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,58,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,7.581516299591497,11.462919233282305,2.8107469289205467,1,0.002824393999617314
0.0,0.15112194275680288,0.016646647663609127,0.003755767723275407,,0.4750342784088454,0.41464466711935954,0.41464466711935954,0,154,,,,,,,,,,,,,,,,,,,,,,,,0.8574902311733769,simple,0.05,57,53fab0ab40b9b6a68f86e8578bb86f0510e3dbaadcdc32dbf80fc13c8f75170f,2.802480400249676,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,58,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,0.15112194275680288,0.8574902311733769,2.802480400249676,1,0.003208238999832247
0.0,0.989857114374789,0.009651659135653468,0.0017436839904812695,,0.4789721534580309,0.41464466711935954,0.41464466711935954,0,171,,,,,,,,,,,,,,,,,,,,,,,,3.1402223668747213,savitzky_golay,0.05,57,56ef5cc7589922f8439452de7f8ed5089d01677cf0b9ead68d53d6538039d481,2.8052406487435033,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,58,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,0.989857114374789,3.1402223668747213,2.8052406487435033,1,0.003326779000417446
0.006,5.73421108817042,0.02017148503652333,0.005081713782420142,,0.4909072945183877,0.41464466711935954,0.41464466711935954,0,99,,,,,,,,,,,,,,,,,,,,,,,,8.019537048699055,constrained,0.05,57,0208206abd74ef2ba714f30d6c9be0e0a2bb2e86c7b07cdba914c5460048dadc,2.819107877512079,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,58,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,5.73421108817042,8.019537048699055,2.819107877512079,1,0.008428453000306035
0.0,0.0,0.024999940767884254,0.02442311225027041,,0.5146446686094758,0.5146446686094757,0.5146446686094757,0,89,,,,,,,,,,,,,,,,,,,,,,,,0.0,pivot_g2_fixed,0.05,57,eeb299c7c3a3a8b6bbe24487f84c715d5debfa8d7c3b0aca35949b011446d90f,2.799999999999998,0,0,"[[-2, -1.4], [-2, 1.4]]",57,0.075,0.0249999,0.15,0,2,0,1,[],0,0,0,none,0,0,0.0,252,0,57,0,0,{},0.000108131,fixed,0.05,,0,0,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,57,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,0.0,0.0,2.799999999999998,1,0.003364859999237524
0.0,0.0,0.024999940767884254,0.02442311225027041,,0.5146446686094758,0.5146446686094757,0.5146446686094757,0,89,,,,,,,,,,,,,,,,,,,,,,,,0.0,pivot_g2,0.05,57,eeb299c7c3a3a8b6bbe24487f84c715d5debfa8d7c3b0aca35949b011446d90f,2.799999999999998,0,0,"[[-2, -1.4], [-2, 1.4]]",57,0.075,0.0249999,0.15,0,2,0,1,[],0,0,0,none,0,0,0.0,252,0,57,0,0,{},9.5143e-05,adaptive,0.05,,0,0,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,57,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,0.0,0.0,2.799999999999998,1,0.0031402539998452994
0.003,0.0,0.024999940767884254,0.02442311225027041,,0.5146446686094758,0.5146446686094757,0.5146446686094757,0,89,1.5,252,0,0,0,0,2.8,0,True,7.58152,7.58152,83,2.81441,0,True,pivot_lower_peak_cost,pivot_g2,0.151122,0.151122,65,2.80252,0,True,0.0,adaptive_hybrid_fixed,0.05,57,eeb299c7c3a3a8b6bbe24487f84c715d5debfa8d7c3b0aca35949b011446d90f,2.799999999999998,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,57,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,0.0,0.0,2.799999999999998,1,0.003693619999467046
0.003,0.0,0.024999940767884254,0.02442311225027041,,0.5146446686094758,0.5146446686094757,0.5146446686094757,0,89,1.5,252,0,0,0,0,2.8,0,True,7.58152,7.58152,83,2.81441,0,True,pivot_lower_peak_cost,pivot_g2,0.151122,0.151122,65,2.80252,0,True,0.0,adaptive_hybrid,0.05,57,eeb299c7c3a3a8b6bbe24487f84c715d5debfa8d7c3b0aca35949b011446d90f,2.799999999999998,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,96efcce500fb2c9613b3ba22dc2d2558ce8f0a4be7d84d061eafe50c67af61aa,57,ad841615429c628b99dab9ed9f61c61c0501cd51722f8fcdabfa96101876ac22,0,1,inner_vertical_aisle,True,0.0,0.0,2.799999999999998,1,0.002678518000720942
0.0,14.4823985863013,4.440892098500626e-16,5.8389965126412e-17,,0.5650692354027823,0.18825146149581692,0.2146446641391273,0,268,,,,,,,,,,,,,,,,,,,,,,,,13.8160160510402,raw,0.05,134,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,6.769628087108365,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,137,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,14.4823985863013,13.8160160510402,6.769628087108365,1,0.004679197999394091
0.0,0.5080868156548944,0.02161879810583987,0.003996192560637169,,0.5270461376644262,0.2146446641391273,0.2146446641391273,0,240,,,,,,,,,,,,,,,,,,,,,,,,1.0867336058865036,simple,0.05,134,d03d2429202f839e735de6fa5e1febdea2ed66639157abd9a110c4a80d68f3b6,6.751218049508437,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,137,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,0.5080868156548944,1.0867336058865036,6.751218049508437,1,0.004954093000378634
0.0,1.7381930231827158,0.013774516116454331,0.0017029726604904799,,0.5342351294126154,0.2146446641391273,0.2146446641391273,0,230,,,,,,,,,,,,,,,,,,,,,,,,3.2741216729570475,savitzky_golay,0.05,134,33704bb2516659add8eeb9fea3513076b782d049e1b772e911bdbe1538706d4e,6.75906324723733,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,137,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,1.7381930231827158,3.2741216729570475,6.75906324723733,1,0.004819839999981923
0.012,6.495783564193961,0.039709981475242406,0.01145904964487263,,0.5576176340932402,0.21959563989254183,0.23390290478282266,0,217,,,,,,,,,,,,,,,,,,,,,,,,6.122993684157232,constrained,0.05,134,52f3287cc744c76aabbb55f058d15e97d34d4d07a1c77bf6e8ed6e66f687d67f,6.7835721792635315,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,137,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,6.495783564193961,6.122993684157232,6.7835721792635315,1,0.018234402000416594
0.003,0.4890919955388753,0.0589643641548453,0.02495363088822157,,0.46227290942646476,0.2146446641391273,0.2146446641391273,0,212,,,,,,,,,,,,,,,,,,,,,,,,0.930897834820968,pivot_g2_fixed,0.05,208,48ca40d84ff4f1734d8646cdff0cf24db0991ea72055d79e87dc4170fcdfcf67,6.736165006708999,0,13,"[[-4.5, -2.6], [-2.575, -3.275], [-0.725, -3.425], [2, -2.6]]",134,0.075,0.059265,0.15,0,4,0,3,"[{'index': 0, 'x': -2.575, 'y': -3.275, 'turn_angle': 0.256349, 'incoming_length': 2.03991, 'outgoing_length': 1.85607, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.193322, 'selected_score': 1}, {'index': 1, 'x': -0.725, 'y': -3.425, 'turn_angle': 0.374884, 'incoming_length': 1.85607, 'outgoing_length': 2.84715, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 9, 'states': 0, 'selected_radius': 1.25, 'selected_trim': 0.237086, 'selected_score': 0.856131}]",2,0,18,none,2,0,0.0,252,0.928065,208,0,0,{'angular acceleration iteration did not converge': 1},0.00231932,fixed,0.05,,0,17,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,136,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,0.4890919955388753,0.930897834820968,6.736165006708999,1,0.007287983999958669
0.003,0.4388072804628629,0.05896436415484486,0.025122340872903024,,0.45326824596147075,0.2146446641391273,0.2146446641391273,0,220,,,,,,,,,,,,,,,,,,,,,,,,0.7771151311356724,pivot_g2,0.05,216,02e138fc24bf80ccfed4886b4d26d5e5fc96258726b4a2c4cd56170cecd1dbed,6.735170777331048,36,33,"[[-4.5, -2.6], [-2.575, -3.275], [-0.725, -3.425], [2, -2.6]]",134,0.075,0.059265,0.15,0,4,0,3,"[{'index': 0, 'x': -2.575, 'y': -3.275, 'turn_angle': 0.256349, 'incoming_length': 2.03991, 'outgoing_length': 1.85607, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0128881, 'trim_max': 0.193322, 'evaluations': 20, 'safe_feasible': 17, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.193322, 'selected_score': 0.18411}, {'index': 1, 'x': -0.725, 'y': -3.425, 'turn_angle': 0.374884, 'incoming_length': 1.85607, 'outgoing_length': 2.84715, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0.1, 'radius_max': 1.5, 'trim_min': 0.0189669, 'trim_max': 0.284503, 'evaluations': 20, 'safe_feasible': 18, 'states': 6, 'selected_radius': 1.5, 'selected_trim': 0.284503, 'selected_score': 0.32358}]",2,12,40,none,2,0,0.0,252,0.253845,216,0,0,"{'angular acceleration iteration did not converge': 3, 'transition requires a reversing inner wheel': 2}",0.00405303,adaptive,0.05,,0,35,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,136,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,0.4388072804628629,0.7771151311356724,6.735170777331048,1,0.009427677999156003
0.003,0.5080868156548944,0.02161879810583987,0.003996192560637169,,0.5270461376644262,0.2146446641391273,0.2146446641391273,0,240,1.5,252,0.489092,0.489092,0,228,6.73622,0,True,14.4824,14.4824,221,6.77176,0,True,simple_lower_peak_cost,simple,0.508087,0.508087,177,6.75127,0,True,1.0867336058865036,adaptive_hybrid_fixed,0.05,134,d03d2429202f839e735de6fa5e1febdea2ed66639157abd9a110c4a80d68f3b6,6.751218049508437,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,137,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,0.5080868156548944,1.0867336058865036,6.751218049508437,1,0.0075192350004726904
0.003,0.5080868156548944,0.02161879810583987,0.003996192560637169,,0.5270461376644262,0.2146446641391273,0.2146446641391273,0,240,1.5,252,0.438807,0.438807,0,228,6.73522,0,True,14.4824,14.4824,221,6.77176,0,True,simple_lower_peak_cost,simple,0.508087,0.508087,177,6.75127,0,True,1.0867336058865036,adaptive_hybrid,0.05,134,d03d2429202f839e735de6fa5e1febdea2ed66639157abd9a110c4a80d68f3b6,6.751218049508437,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,aaf6e268b6bbfab3c5aeaeb85381b0454208d4d3cba3bcc54ef7fdf4186846d9,137,4201f08b0e5b3f67c867876e1dc13566d0e9a3669dd8dd21d5eeda52eca1bf14,0,1,bottom_alternating_cross,True,0.5080868156548944,1.0867336058865036,6.751218049508437,1,0.008427547999417584
0.0,8.740285906075655,4.440892098500626e-16,6.843332573703951e-17,,0.6013660299970042,0.2146446641391273,0.2474873771031409,0,273,,,,,,,,,,,,,,,,,,,,,,,,7.744043989270788,raw,0.05,135,258cf16dbdddf73756ca9d806a3958e73cf9fc990b5b1803057752af72e8320b,6.765520718870523,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,b1c73d6f69ab24d2a71a6f0b69dc09d7b77c938a994e0d336b84a02c1dfc11a4,137,258cf16dbdddf73756ca9d806a3958e73cf9fc990b5b1803057752af72e8320b,0,1,top_alternating_cross,True,8.740285906075655,7.744043989270788,6.765520718870523,1,0.0037107880007170024
0.0,0.7566027754082625,0.024967609821444636,0.005285264725417523,,0.5944237650874609,0.21959563989254183,0.23390290478282266,0,236,,,,,,,,,,,,,,,,,,,,,,,,1.0326888988157277,simple,0.05,135,7554904f5ae8335ad831475353403162fd9a9044c274e53f4ec05dcd8ff3bf21,6.744277372392788,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,b1c73d6f69ab24d2a71a6f0b69dc09d7b77c938a994e0d336b84a02c1dfc11a4,136,258cf16dbdddf73756ca9d806a3958e73cf9fc990b5b1803057752af72e8320b,0,1,top_alternating_cross,True,0.7566027754082625,1.0326888988157277,6.744277372392788,1,0.005020055999921169
0.0,2.523211179225777,0.011400119092638494,0.0016463992817671862,,0.5864439797718406,0.25619225950049973,0.26464466488418537,0,232,,,,,,,,,,,,,,,,,,,,,,,,2.652958590174669,savitzky_golay,0.05,135,aef6fe72d8b9fadb6c7a66987456274c948a02ba4ab93a10919dfd9874b9fcbb,6.757396858242294,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,b1c73d6f69ab24d2a71a6f0b69dc09d7b77c938a994e0d336b84a02c1dfc11a4,137,258cf16dbdddf73756ca9d806a3958e73cf9fc990b5b1803057752af72e8320b,0,1,top_alternating_cross,True,2.523211179225777,2.652958590174669,6.757396858242294,1,0.0055760510003892705
0.009000000000000001,8.220929612964662,0.015351504455572318,0.0036369783490565063,,0.5799227067240136,0.25619225950049973,0.26464466488418537,0,222,,,,,,,,,,,,,,,,,,,,,,,,8.0505895537853,constrained,0.05,135,929b65847de80379476c6af6a28039800ac6a221979d4c546338f7bf06fb0735,6.769255517677162,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,0,,ThetaStar,b1c73d6f69ab24d2a71a6f0b69dc09d7b77c938a994e0d336b84a02c1dfc11a4,137,258cf16dbdddf73756ca9d806a3958e73cf9fc990b5b1803057752af72e8320b,0,1,top_alternating_cross,True,8.220929612964662,8.0505895537853,6.769255517677162,1,0.012551636999887705
0.003,0.4062976291988626,0.06965574824826154,0.0444553793705604,,0.46900476668358065,0.23390290478282266,0.23390290478282266,0,215,,,,,,,,,,,,,,,,,,,,,,,,0.7721337183546216,pivot_g2_fixed,0.05,210,4cc08189317a4e938bfec086b052e140e0010420e3132292da8a50c58416bc37,6.737760073090168,0,12,"[[-2, 2.6], [0.525, 3.425], [1.525, 3.425], [4.5, 2.6]]",135,0.075,0.0705853,0.15,0,4,0,3,"[{'index': 0, 'x': 0.525, 'y': 3.425, 'turn_angle': -0.315798, 'incoming_length': 2.65636, 'outgoing_length': 1, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.238837, 'selected_score': 1}, {'index': 1, 'x': 1.525, 'y': 3.425, 'turn_angle': -0.270513, 'incoming_length': 1, 'outgoing_length': 3.08727, 'pivot_safe': True, 'pass_through': False, 'radius_min': 0, 'radius_max': 0, 'trim_min': 0, 'trim_max': 0, 'evaluations': 9, 'safe_feasible': 8, 'states': 0, 'selected_radius': 1.5, 'selected_trim': 0.204131, 'selected_score': 1}]",2,0,18,none,2,0,0.0,252,1,210,0,0,{'angular acceleration iteration did not converge': 2},0.00230438,fixed,0.05,,0,16,ThetaStar,b1c73d6f69ab24d2a71a6f0b69dc09d7b77c938a994e0d336b84a02c1dfc11a4,136,258cf16dbdddf73756ca9d806a3958e73cf9fc990b5b1803057752af72e8320b,0,1,top_alternating_cross,True,0.4062976291988626,0.7721337183546216,6.737760073090168,1,0.008182020999811357
